HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"7216.91.00.90","3","Other","[""kg""]","","","","",""
"7216.99.00","2","Other","","Free","","20%","",""
"7216.99.00.10","3","Drilled, notched, punched or cambered","[""kg""]","","","","",""
"7216.99.00.90","3","Other","[""kg""]","","","","",""
"7217","0","Wire of iron or nonalloy steel:","","","","","",""
"7217.10","1","Not plated or coated, whether or not polished:","","","","","",""
"","2","Containing by weight less than 0.25 percent of carbon:","","","","","",""
"","3","Flat wire:","","","","","",""
"7217.10.10.00","4","Of a thickness not exceeding 0.25 mm","[""kg""]","Free","","25%","",""
"7217.10.20.00","4","Of a thickness exceeding 0.25 mm but not exceeding 1.25 mm","[""kg""]","Free","","25%","",""
"7217.10.30.00","4","Of a thickness exceeding 1.25 mm","[""kg""]","Free","","25%","",""
"","3","Round wire:","","","","","",""
"7217.10.40","4","With a diameter of less than 1.5 mm","","Free","","25%","",""
"","5","Heat treated:","","","","","",""
"7217.10.40.40","6","In coils weighing not more than 2 kilograms","[""kg""]","","","","",""
"7217.10.40.45","6","Other","[""kg""]","","","","",""
"7217.10.40.90","5","Other","[""kg""]","","","","",""
"7217.10.50","4","With a diameter of 1.5 mm or more","","Free","","7%","",""
"7217.10.50.30","5","Heat treated","[""kg""]","","","","",""
"7217.10.50.90","5","Other","[""kg""]","","","","",""
"7217.10.60.00","3","Other wire","[""kg""]","Free","","25%","",""
"","2","Other:","","","","","",""
"7217.10.70.00","3","Flat wire","[""kg""]","Free","","25%","",""
"7217.10.80","3","Round wire","","Free","","25%","",""
"","4","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon:","","","","","",""
"7217.10.80.10","5","Heat treated","[""kg""]","","","","",""
"7217.10.80.20","5","Other","[""kg""]","","","","",""
"","4","Containing by weight 0.6 percent or more of carbon:","","","","","",""
"","5","Heat treated:","","","","","",""
"7217.10.80.25","6","With a diameter of less than 1.0 mm","[""kg""]","","","","",""
"7217.10.80.30","6","With a diameter of 1.0 mm or more but less than 1.5 mm","[""kg""]","","","","",""
"7217.10.80.45","6","With a diameter of 1.5 mm or more","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7217.10.80.60","6","With a diameter of less than 1.0 mm","[""kg""]","","","","",""
"7217.10.80.75","6","With a diameter of 1.0 mm or more but less than 1.5 mm","[""kg""]","","","","",""
"7217.10.80.90","6","With a diameter of 1.5 mm or more","[""kg""]","","","","",""
"7217.10.90.00","3","Other wire","[""kg""]","Free","","25%","",""
"7217.20","1","Plated or coated with zinc:","","","","","",""
"7217.20.15.00","2","Flat wire","[""kg""]","Free","","26%","",""
"","2","Round wire:","","","","","",""
"7217.20.30.00","3","With a diameter of 1.5 mm or more and containing by weight less than 0.25 percent of carbon","[""kg""]","Free","","7%","",""
"7217.20.45","3","Other","","Free","","25%","",""
"","4","With a diameter of less than 1.0 mm:","","","","","",""
"7217.20.45.10","5","Containing by weight less than 0.25 percent of carbon","[""kg""]","","","","",""
"7217.20.45.20","5","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7217.20.45.30","5","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"","4","With a diameter of 1.0 mm or more but less than 1.5 mm:","","","","","",""
"7217.20.45.40","5","Containing by weight less than 0.25 percent of carbon","[""kg""]","","","","",""
"7217.20.45.50","5","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7217.20.45.60","5","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"","4","With a diameter of 1.5 mm or more:","","","","","",""
"7217.20.45.70","5","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7217.20.45.80","5","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"7217.20.60.00","3","Containing by weight less than 0.25 percent of carbon","[""kg""]","Free","","25%","",""
"7217.20.75.00","3","Other","[""kg""]","Free","","26%","",""
"7217.30","1","Plated or coated with other base metals:","","","","","",""
"7217.30.15","2","Flat wire","","Free","","26%","",""
"7217.30.15.30","3","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"7217.30.15.60","3","Other","[""kg""]","","","","",""
"","2","Round wire:","","","","","",""
"7217.30.30.00","3","With a diameter of 1.5 mm or more and containing by weight less than 0.25 percent of carbon","[""kg""]","Free","","7%","",""
"7217.30.45","3","Other","","Free","","25%","",""
"7217.30.45.04","4","Containing by weight less than 0.20 percent of carbon, and suitable for electric arc welding","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","With a diameter of less than 1.0 mm:","","","","","",""
"7217.30.45.11","6","Containing by weight less than 0.25 percent of carbon","[""kg""]","","","","",""
"7217.30.45.20","6","Containing by weight 0.25 percent or more but less than 0.6 percent or carbon","[""kg""]","","","","",""
"7217.30.45.30","6","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"","5","With a diameter of 1.0 mm or more but less than 1.5 mm:","","","","","",""
"7217.30.45.41","6","Containing by weight less than 0.25 percent of carbon","[""kg""]","","","","",""
"7217.30.45.50","6","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7217.30.45.60","6","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"7217.30.45.90","5","With a diameter of 1.5 mm or more","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"7217.30.60.00","3","Containing by weight less than 0.25 percent of carbon","[""kg""]","Free","","25%","",""
"7217.30.75.00","3","Other","[""kg""]","Free","","26%","",""
"7217.90","1","Other:","","","","","",""
"7217.90.10.00","2","Coated with plastics","[""kg""]","Free","","2%","",""
"7217.90.50","2","Other","","Free","","35%","",""
"7217.90.50.30","3","Containing by weight less than 0.25 percent of carbon","[""kg""]","","","","",""
"7217.90.50.60","3","Containing by weight 0.25 percent or more but less than 0.6 percent of carbon","[""kg""]","","","","",""
"7217.90.50.90","3","Containing by weight 0.6 percent or more of carbon","[""kg""]","","","","",""
"","1","III. STAINLESS STEEL","","","","","",""
"7218","0","Stainless steel in ingots or other primary forms; semi-finished products of stainless steel:","","","","","",""
"7218.10.00.00","1","Ingots and other primary forms","[""kg""]","Free","","29%","",""
"","1","Other:","","","","","",""
"7218.91.00","2","Of rectangular (other than square) cross-section","","Free","","29%","",""
"","3","Having a width less than four times the thickness:","","","","","",""
"7218.91.00.15","4","Having a cross-sectional area of less than <il>232 cm<sup>2</sup></il>","[""kg""]","","","","",""
"7218.91.00.30","4","Having a cross-sectional area of <il>232 cm<sup>2</sup></il> or more","[""kg""]","","","","",""
"7218.91.00.60","3","Having a width at least four times the thickness","[""kg""]","","","","",""
"7218.99.00","2","Other","","Free","","29%","",""
"","3","Of square cross section:","","","","","",""
"7218.99.00.15","4","Having a cross-sectional area of less than <il>232 cm<sup>2</sup></il>","[""kg""]","","","","",""
"7218.99.00.30","4","Having a cross-sectional area of <il>232 cm<sup>2</sup></il> or more","[""kg""]","","","","",""
"","3","Of circular cross section:","","","","","",""
"7218.99.00.45","4","Having a cross-sectional area of less than <il>232 cm<sup>2</sup></il>","[""kg""]","","","","",""
"7218.99.00.60","4","Having a cross-sectional area of <il>232 cm<sup>2</sup></il> or more","[""kg""]","","","","",""
"7218.99.00.90","3","Other","[""kg""]","","","","",""
"7219","0","Flat-rolled products of stainless steel, of a width of <il>600 mm</il> or more:","","","","","",""
"","1","Not further worked than hot-rolled, in coils:","","","","","",""
"7219.11.00","2","Of a thickness exceeding 10 mm","","Free","","29%","",""
"7219.11.00.30","3","Of a width not exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.11.00.60","3","Of a width exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.12.00","2","Of a thickness of <il>4.75 mm</il> or more but not exceeding 10 mm","","Free","","29%","",""
"7219.12.00.02","3","Not annealed or not pickled","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7219.12.00.06","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Of a width of 1370 mm or more:","","","","","",""
"","6","Of a thickness exceeding 6.8 mm:","","","","","",""
"7219.12.00.21","7","Of a width not exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.12.00.26","7","Of a width exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"","6","Other:","","","","","",""
"7219.12.00.51","7","Of a width not exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.12.00.56","7","Of a width exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Containing more than 0.5 percent by weight of nickel:","","","","","",""
"7219.12.00.66","7","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7219.12.00.71","7","Other","[""kg""]","","","","",""
"7219.12.00.81","6","Other","[""kg""]","","","","",""
"7219.13.00","2","Of a thickness of 3 mm or more but less than <il>4.75 mm</il>","","Free","","29%","",""
"7219.13.00.02","3","Not annealed or not pickled","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7219.13.00.31","4","Of a width of 1370 mm or more","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Containing more than 0.5 percent but less than 24 percent by weight of nickel:","","","","","",""
"7219.13.00.51","6","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7219.13.00.71","6","Other","[""kg""]","","","","",""
"7219.13.00.81","5","Other","[""kg""]","","","","",""
"7219.14.00","2","Of a thickness of less than 3 mm","","Free","","29%","",""
"7219.14.00.30","3","Of a width of 1370 mm or more","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7219.14.00.65","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"7219.14.00.90","4","Other","[""kg""]","","","","",""
"","1","Not further worked than hot-rolled, not in coils:","","","","","",""
"7219.21.00","2","Of a thickness exceeding 10 mm","","Free","","29%","",""
"7219.21.00.05","3","Of high-nickel alloy steel","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7219.21.00.20","4","Of a width not exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.21.00.40","4","Of a width exceeding <il>1575 mm</il> but not exceeding 1880 mm","[""kg""]","","","","",""
"7219.21.00.60","4","Of a width exceeding 1880 mm","[""kg""]","","","","",""
"7219.22.00","2","Of a thickness of <il>4.75 mm</il> or more but not exceeding 10 mm","","Free","","29%","",""
"7219.22.00.05","3","Of high-nickel alloy steel","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","Containing more than 0.5 percent by weight of nickel:","","","","","",""
"","5","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum:","","","","","",""
"7219.22.00.15","6","Of a width not exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.22.00.20","6","Of a width exceeding <il>1575 mm</il> but not exceeding 1880 mm","[""kg""]","","","","",""
"7219.22.00.25","6","Of a width exceeding 1880 mm","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7219.22.00.35","6","Of a width not exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.22.00.40","6","Of a width exceeding <il>1575 mm</il> but not exceeding 1880 mm","[""kg""]","","","","",""
"7219.22.00.45","6","Of a width exceeding 1880 mm","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7219.22.00.70","5","Of a width not exceeding <il>1575 mm</il>","[""kg""]","","","","",""
"7219.22.00.75","5","Of a width exceeding <il>1575 mm</il> but not exceeding 1880 mm","[""kg""]","","","","",""
"7219.22.00.80","5","Of a width exceeding 1880 mm","[""kg""]","","","","",""
"7219.23.00","2","Of a thickness of 3 mm or more but less than <il>4.75 mm</il>","","Free","","29%","",""
"7219.23.00.30","3","Of a width of 1370 mm or more","[""kg""]","","","","",""
"7219.23.00.60","3","Other","[""kg""]","","","","",""
"7219.24.00","2","Of a thickness of less than 3 mm","","Free","","29%","",""
"7219.24.00.30","3","Of a width of 1370 mm or more","[""kg""]","","","","",""
"7219.24.00.60","3","Other","[""kg""]","","","","",""
"","1","Not further worked than cold-rolled (cold-reduced):","","","","","",""
"7219.31.00","2","Of a thickness of <il>4.75 mm</il> or more","","Free","","29%","",""
"7219.31.00.10","3","In coils","[""kg""]","","","","",""
"7219.31.00.50","3","Not in coils","[""kg""]","","","","",""
"7219.32.00","2","Of a thickness of 3 mm or more but less than <il>4.75 mm</il>","","Free","","29%","",""
"","3","In coils:","","","","","",""
"","4","Of a width of 1370 mm or more:","","","","","",""
"7219.32.00.05","5","Of high-nickel alloy steel","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7219.32.00.20","6","Containing more than 0.5 percent by weight of nickel","[""kg""]","","","","",""
"7219.32.00.25","6","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7219.32.00.35","5","Of high-nickel alloy steel","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Containing more than 0.5 percent by weight of nickel:","","","","","",""
"7219.32.00.36","7","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7219.32.00.38","7","Other","[""kg""]","","","","",""
"","6","Other:","","","","","",""
"7219.32.00.42","7","Containing less than 15 percent by weight of chromium","[""kg""]","","","","",""
"7219.32.00.44","7","Other","[""kg""]","","","","",""
"","3","Not in coils:","","","","","",""
"7219.32.00.45","4","Of a width of 1370 mm or more","[""kg""]","","","","",""
"7219.32.00.60","4","Other","[""kg""]","","","","",""
"7219.33.00","2","Of a thickness exceeding <il>1 mm</il> but less than 3 mm","","Free","","29%","",""
"","3","In coils:","","","","","",""
"","4","Of a width of 1370 mm or more:","","","","","",""
"7219.33.00.05","5","Of high-nickel alloy steel","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7219.33.00.20","6","Containing more than 0.5 percent by weight of nickel","[""kg""]","","","","",""
"7219.33.00.25","6","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7219.33.00.35","5","Of high-nickel alloy steel","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Containing more than 0.5 percent by weight of nickel:","","","","","",""
"7219.33.00.36","7","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7219.33.00.38","7","Other","[""kg""]","","","","",""
"","6","Other:","","","","","",""
"7219.33.00.42","7","Containing less than 15 percent by weight of chromium","[""kg""]","","","","",""
"7219.33.00.44","7","Other","[""kg""]","","","","",""
"","3","Not in coils:","","","","","",""
"7219.33.00.45","4","Of a width of 1370 mm or more","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7219.33.00.70","5","Containing more than 0.5 percent but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"7219.33.00.80","5","Other","[""kg""]","","","","",""
"7219.34.00","2","Of a thickness of 0.5 mm or more but not exceeding <il>1 mm</il>","","Free","","29%","",""
"","3","In coils:","","","","","",""
"7219.34.00.05","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Containing more than 0.5 percent by weight of nickel:","","","","","",""
"7219.34.00.20","6","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7219.34.00.25","6","Other","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7219.34.00.30","6","Containing less than 15 percent by weight of chromium","[""kg""]","","","","",""
"7219.34.00.35","6","Other","[""kg""]","","","","",""
"7219.34.00.50","3","Not in coils","[""kg""]","","","","",""
"7219.35.00","2","Of a thickness of less than 0.5 mm","","Free","","29%","",""
"","3","In coils:","","","","","",""
"","4","Containing more than 0.5 percent but less than 24 percent by weight of nickel:","","","","","",""
"7219.35.00.05","5","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7219.35.00.15","5","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7219.35.00.30","5","Containing less than 15 percent by weight of chromium","[""kg""]","","","","",""
"7219.35.00.35","5","Other","[""kg""]","","","","",""
"7219.35.00.50","3","Not in coils","[""kg""]","","","","",""
"7219.90.00","1","Other","","Free","","29%","",""
"7219.90.00.10","2","Of high-nickel alloy steel","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"","3","Containing more than 0.5 percent by weight of nickel:","","","","","",""
"7219.90.00.20","4","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7219.90.00.25","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7219.90.00.60","4","Containing less than 15 percent by weight of chromium","[""kg""]","","","","",""
"7219.90.00.80","4","Other","[""kg""]","","","","",""
"7220","0","Flat-rolled products of stainless steel, of a width of less than <il>600 mm</il>:","","","","","",""
"","1","Not further worked than hot-rolled:","","","","","",""
"7220.11.00.00","2","Of a thickness of <il>4.75 mm</il> or more","[""kg""]","Free","","29%","",""
"7220.12","2","Of a thickness of less than <il>4.75 mm</il>:","","","","","",""
"7220.12.10.00","3","Of a width of 300 mm or more","[""kg""]","Free","","29%","",""
"7220.12.50.00","3","Of a width of less than 300 mm","[""kg""]","Free","","34%","",""
"7220.20","1","Not further worked than cold-rolled (cold-reduced):","","","","","",""
"7220.20.10","2","Of a width of 300 mm or more","","Free","","29%","",""
"","3","Containing more than 0.5 percent but less than 24 percent by weight of nickel:","","","","","",""
"7220.20.10.10","4","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7220.20.10.15","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7220.20.10.60","4","Containing less than 15 percent by weight of chromium","[""kg""]","","","","",""
"7220.20.10.80","4","Other","[""kg""]","","","","",""
"","2","Of a width of less than 300 mm:","","","","","",""
"7220.20.60","3","Of a thickness exceeding 1.25 mm","","Free","","34%","",""
"7220.20.60.05","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Containing more than 0.5 percent by weight of nickel:","","","","","",""
"7220.20.60.10","6","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7220.20.60.15","6","Other","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7220.20.60.60","6","Containing less than 15 percent by weight of chromium","[""kg""]","","","","",""
"7220.20.60.80","6","Other","[""kg""]","","","","",""
"7220.20.70","3","Of a thickness exceeding 0.25 mm but not exceeding 1.25 mm","","Free","","34%","",""
"7220.20.70.05","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Containing more than 0.5 percent by weight of nickel:","","","","","",""
"7220.20.70.10","6","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7220.20.70.15","6","Other","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7220.20.70.60","6","Containing less than 15 percent by weight of chromium","[""kg""]","","","","",""
"7220.20.70.80","6","Other","[""kg""]","","","","",""
"","3","Of a thickness not exceeding 0.25 mm:","","","","","",""
"7220.20.80.00","4","Razor blade steel","[""kg""]","Free","","34%","",""
"7220.20.90","4","Other","","Free","","34%","",""
"7220.20.90.30","5","Containing more than 0.5 percent but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"7220.20.90.60","5","Other","[""kg""]","","","","",""
"7220.90.00","1","Other","","Free","","46%","",""
"","2","Containing more than 0.5 percent but less than 24 percent by weight of nickel:","","","","","",""
"7220.90.00.10","3","Containing more than 1.5 percent but less than 5 percent by weight of molybdenum","[""kg""]","","","","",""
"7220.90.00.15","3","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"7220.90.00.60","3","Containing less than 15 percent by weight of chromium","[""kg""]","","","","",""
"7220.90.00.80","3","Other","[""kg""]","","","","",""
"7221.00.00","0","Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel","","Free","","11%","",""
"7221.00.00.05","1","Of high-nickel alloy steel","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"","2","Of circular cross section:","","","","","",""
"","3","With a diameter of less than 14 mm:","","","","","",""
"7221.00.00.17","4","Containing less than 8 percent by weight of nickel","[""kg""]","","","","",""
"7221.00.00.18","4","Containing 8 percent or more but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"7221.00.00.30","3","With a diameter of 14 mm or more but less than 19 mm","[""kg""]","","","","",""
"7221.00.00.45","3","With a diameter of 19 mm or more","[""kg""]","","","","",""
"7221.00.00.75","2","Other","[""kg""]","","","","",""
"7222","0","Other bars and rods of stainless steel; angles, shapes and sections of stainless steel:","","","","","",""
"","1","Bars and rods, not further worked than hot-rolled, hot-drawn or extruded:","","","","","",""
"7222.11.00","2","Of circular cross-section","","Free","","29%","",""
"7222.11.00.01","3","Electroslag or vacuum arc remelted","[""kg""]","","","","",""
"7222.11.00.06","3","Of high-nickel alloy steel","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","With a maximum cross-sectional dimension of less than 152.4 mm:","","","","","",""
"7222.11.00.57","5","Containing less than 8 percent by weight of nickel","[""kg""]","","","","",""
"7222.11.00.59","5","Containing 8 percent or more but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"","4","With a maximum cross-sectional dimension of 152.4 mm or more:","","","","","",""
"7222.11.00.82","5","Containing less than 8 percent by weight of nickel","[""kg""]","","","","",""
"7222.11.00.84","5","Containing 8 percent or more but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"7222.19.00","2","Other","","Free","","29%","",""
"7222.19.00.01","3","Electroslag or vacuum arc remelted","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7222.19.00.06","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7222.19.00.52","5","Containing less than 8 percent by weight of nickel","[""kg""]","","","","",""
"7222.19.00.54","5","Containing 8 percent or more but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"7222.20.00","1","Bars and rods, not further worked than cold-formed or cold-finished","","Free","","29%","",""
"7222.20.00.01","2","Electroslag or vacuum arc remelted","[""kg""]","","","","",""
"7222.20.00.06","2","Of high-nickel alloy steel","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"","3","Of a circular cross-section:","","","","","",""
"","4","With a maximum circular cross-sectional dimension of less than 18 mm:","","","","","",""
"7222.20.00.41","5","Containing less than 8 percent by weight of nickel","[""kg""]","","","","",""
"7222.20.00.43","5","Containing 8 percent or more but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"","4","With a maximum circular cross-sectional dimension of 18 mm or more and less than 152.4 mm:","","","","","",""
"7222.20.00.62","5","Containing less than 8 percent by weight of nickel","[""kg""]","","","","",""
"7222.20.00.64","5","Containing 8 percent or more but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"","4","With a maximum circular cross-sectional dimension of 152.4 mm or more:","","","","","",""
"7222.20.00.67","5","Containing less than 8 percent by weight of nickel","[""kg""]","","","","",""
"7222.20.00.69","5","Containing 8 percent or more but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7222.20.00.71","4","Containing less than 8 percent by weight of nickel","[""kg""]","","","","",""
"7222.20.00.73","4","Containing 8 percent or more but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"7222.30.00","1","Other bars and rods","","Free","","29%","",""
"7222.30.00.01","2","Electroslag or vacuum arc remelted","[""kg""]","","","","",""
"7222.30.00.12","2","Of high-nickel alloy steel","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"","3","With a maximum cross-sectional dimension of less than 152.4 mm:","","","","","",""
"7222.30.00.22","4","Containing less than 8 percent by weight of nickel","[""kg""]","","","","",""
"7222.30.00.24","4","Containing 8 percent or more but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"","3","With a maximum cross-sectional dimension of 152.4 mm or more:","","","","","",""
"7222.30.00.82","4","Containing less than 8 percent by weight of nickel","[""kg""]","","","","",""
"7222.30.00.84","4","Containing 8 percent or more but less than 24 percent by weight of nickel","[""kg""]","","","","",""
"7222.40","1","Angles, shapes and sections:","","","","","",""
"7222.40.30","2","Hot-rolled, not drilled, not punched and not otherwise advanced","","Free","","10%","",""
"","3","With a maximum cross-sectional dimension of <il>80 mm</il> or more:","","","","","",""
"7222.40.30.25","4","Angles","[""kg""]","","","","",""
"7222.40.30.45","4","Other","[""kg""]","","","","",""
"","3","With a maximum cross-sectional dimension of less than <il>80 mm</il>:","","","","","",""
"7222.40.30.65","4","Angles","[""kg""]","","","","",""
"7222.40.30.85","4","Other","[""kg""]","","","","",""
"7222.40.60.00","2","Other","[""kg""]","Free","","28%","",""
"7223.00","0","Wire of stainless steel:","","","","","",""
"7223.00.10","1","Round wire","","Free","","34%","",""
"7223.00.10.05","2","Spring round wire of a kind described in statistical note 8 to this chapter","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"7223.00.10.16","3","With a diameter of less than 0.25 mm","[""kg""]","","","","",""
"7223.00.10.31","3","With a diameter of 0.25 mm or more but less than 0.76 mm","[""kg""]","","","","",""
"7223.00.10.46","3","With a diameter of 0.76 mm or more but less than 1.52 mm","[""kg""]","","","","",""
"7223.00.10.61","3","With a diameter of 1.52 mm or more but less than 5.1 mm","[""kg""]","","","","",""
"7223.00.10.76","3","With a diameter of 5.1 mm or more","[""kg""]","","","","",""
"7223.00.50.00","1","Flat wire","[""kg""]","Free","","34%","",""
"7223.00.90.00","1","Other","[""kg""]","Free","","34%","",""
"","1","IV. OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NONALLOY STEEL","","","","","",""
"7224","0","Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel:","","","","","",""
"7224.10.00","1","Ingots and other primary forms","","Free","","28%","",""
"7224.10.00.05","2","Of high-nickel alloy steel","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"7224.10.00.45","3","Of tool steel","[""kg""]","","","","",""
"7224.10.00.75","3","Other","[""kg""]","","","","",""
"7224.90.00","1","Other","","Free","","28%","",""
"7224.90.00.05","2","Of high-nickel alloy steel","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"","3","Of tool steel:","","","","","",""
"","4","Of rectangular (including square) cross section:","","","","","",""
"7224.90.00.15","5","Having a width less than four times the thickness","[""kg""]","","","","",""
"7224.90.00.25","5","Having a width at least four times the thickness","[""kg""]","","","","",""
"7224.90.00.35","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","Of rectangular (including square) cross section:","","","","","",""
"7224.90.00.45","5","Having a width less than four times the thickness","[""kg""]","","","","",""
"7224.90.00.55","5","Having a width at least four times the thickness","[""kg""]","","","","",""
"7224.90.00.65","4","Of circular cross section","[""kg""]","","","","",""
"7224.90.00.75","4","Other","[""kg""]","","","","",""
"7225","0","Flat-rolled products of other alloy steel, of a width of <il>600 mm</il> or more:","","","","","",""
"","1","Of silicon electrical steel:","","","","","",""
"7225.11.00.00","2","Grain-oriented","[""kg""]","Free","","28%","",""
"7225.19.00.00","2","Other","[""kg""]","Free","","28%","",""
"7225.30","1","Other, not further worked than hot-rolled, in coils:","","","","","",""
"","2","Of a thickness of <il>4.75 mm</il> or more:","","","","","",""
"7225.30.11","3","Of tool steel","","Free","","29%","",""
"7225.30.11.10","4","Of high-speed steel","[""kg""]","","","","",""
"7225.30.11.80","4","Other","[""kg""]","","","","",""
"7225.30.30","3","Other","","Free","","28%","",""
"7225.30.30.05","4","Of high-nickel alloy steel","[""kg""]","","","","",""
"7225.30.30.50","4","Other","[""kg""]","","","","",""
"","2","Of a thickness of less than <il>4.75 mm</il>:","","","","","",""
"7225.30.51","3","Of tool steel","","Free","","29%","",""
"7225.30.51.10","4","Of high-speed steel","[""kg""]","","","","",""
"7225.30.51.80","4","Other","[""kg""]","","","","",""
"7225.30.70.00","3","Other","[""kg""]","Free","","28%","",""
"7225.40","1","Other, not further worked than hot-rolled, not in coils:","","","","","",""
