HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"7307.23.00.90","3","Other","[""kg""]","","","","",""
"7307.29.00","2","Other","","5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7307.29.00.30","3","Nipples","[""kg""]","","","","",""
"7307.29.00.90","3","Other","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"7307.91","2","Flanges:","","","","","",""
"","3","Not machined, not tooled and not otherwise processed after forging:","","","","","",""
"7307.91.10.00","4","Of iron or nonalloy steel","[""kg""]","3.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"7307.91.30.00","4","Of alloy steel (except stainless steel)","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","33%","",""
"7307.91.50","3","Other","","5.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 2.75% (JP)","45%","",""
"","4","With an inside diameter of less than <il>360 mm:</il>","","","","","",""
"7307.91.50.10","5","Of iron or nonalloy steel","[""kg""]","","","","",""
"7307.91.50.30","5","Of alloy steel (except stainless steel)","[""kg""]","","","","",""
"","4","With an inside diameter of <il>360 mm</il> or more:","","","","","",""
"7307.91.50.50","5","Of iron or nonalloy steel","[""kg""]","","","","",""
"7307.91.50.70","5","Of alloy steel (except stainless steel)","[""kg""]","","","","",""
"7307.92","2","Threaded elbows, bends and sleeves:","","","","","",""
"7307.92.30","3","Sleeves (couplings)","","Free","","45%","",""
"7307.92.30.10","4","Of iron or nonalloy steel","[""kg""]","","","","",""
"7307.92.30.30","4","Of alloy steel (except stainless steel)","[""kg""]","","","","",""
"7307.92.90.00","3","Other","[""kg""]","6.2%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.1% (JP)","45%","",""
"7307.93","2","Butt welding fittings:","","","","","",""
"","3","With an inside diameter of less than <il>360 mm</il>:","","","","","",""
"7307.93.30","4","Of iron or nonalloy steel","","6.2%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7307.93.30.10","5","Not machined, not tooled and not otherwise processed after forging","[""kg""]","","","","",""
"7307.93.30.40","5","Other","[""kg""]","","","","",""
"7307.93.60.00","4","Of alloy steel (except stainless steel)","[""kg""]","5.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7307.93.90","3","With an inside diameter of <il>360 mm</il> or more","","4.3%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","4","Of iron or nonalloy steel:","","","","","",""
"7307.93.90.10","5","Not machined, not tooled and not otherwise processed after forging","[""kg""]","","","","",""
"7307.93.90.40","5","Other","[""kg""]","","","","",""
"7307.93.90.60","4","Of alloy steel (except stainless steel)","[""kg""]","","","","",""
"7307.99","2","Other:","","","","","",""
"","3","Not machined, not tooled and not otherwise processed after forging:","","","","","",""
"7307.99.10.00","4","Of iron or nonalloy steel","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"7307.99.30.00","4","Of alloy steel (except stainless steel)","[""kg""]","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","33%","",""
"7307.99.50","3","Other","","4.3%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","4","Of iron or nonalloy steel:","","","","","",""
"7307.99.50.15","5","Nipples","[""kg""]","","","","",""
"7307.99.50.45","5","Other","[""kg""]","","","","",""
"7307.99.50.60","4","Of alloy steel (except stainless steel)","[""kg""]","","","","",""
"7308","0","Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge sections, lock gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns) of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel:","","","","","",""
"7308.10.00.00","1","Bridges and bridge sections","[""kg""]","Free","","45%","",""
"7308.20.00","1","Towers and lattice masts","","Free","","45%","",""
"7308.20.00.20","2","Tubular, whether or not tapered, and sectional components thereof","[""kg""]","","","","",""
"7308.20.00.90","2","Other","[""kg""]","","","","",""
"7308.30","1","Doors, windows and their frames and thresholds for doors:","","","","","",""
"7308.30.10.00","2","Of stainless steel","[""kg""]","Free","","35%","",""
"7308.30.50","2","Other","","Free","","25%","",""
"7308.30.50.15","3","Windows and their frames","[""kg""]","","","","",""
"7308.30.50.25","3","Thresholds for doors","[""kg""]","","","","",""
"7308.30.50.50","3","Other","[""kg""]","","","","",""
"7308.40.00.00","1","Equipment for scaffolding, shuttering, propping or pit- propping","[""kg""]","Free","","45%","",""
"7308.90","1","Other:","","","","","",""
"","2","Columns, pillars, posts, beams, girders and similar structural units:","","","","","",""
"7308.90.30.00","3","Not in part of alloy steel","[""kg""]","Free","","20%","",""
"7308.90.60.00","3","Other","[""kg""]","Free","","30%","",""
"","2","Other:","","","","","",""
"7308.90.70.00","3","Steel grating","[""kg""]","Free","","45%","",""
"7308.90.95","3","Other","","Free","","45%","",""
"7308.90.95.30","4","Sheet-metal roofing, siding, flooring and roof drainage equipment","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"7308.90.95.60","5","Architectural and ornamental work","[""kg""]","","","","",""
"7308.90.95.90","5","Other","[""kg""]","","","","",""
"7309.00.00","0","Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding <il>300 liters</il>, whether or not lined or heat insulated, but not fitted with mechanical or thermal equipment","","Free","","45%","",""
"7309.00.00.30","1","Tanks","[""No."",""kg""]","","","","",""
"7309.00.00.90","1","Other","[""No."",""kg""]","","","","",""
"7310","0","Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding <il>300 liters</il>, whether or not lined or heat insulated, but not fitted with mechanical or thermal equipment:","","","","","",""
"7310.10.00","1","Of a capacity of <il>50 liters</il> or more","","Free","","25%","",""
"7310.10.00.05","2","Refillable stainless steel kegs, whether or not pressurized, of a kind described in statistical note 1 to this chapter.","[""No.""]","","","","",""
"7310.10.00.15","2","Empty steel drums and barrels","[""No."",""kg""]","","","","",""
"7310.10.00.90","2","Other","[""kg""]","","","","",""
"","1","Of a capacity of less than <il>50 liters:</il>","","","","","",""
"7310.21.00","2","Cans which are to be closed by soldering or crimping","","Free","","25%","",""
"7310.21.00.25","3","Containers, of circular cross section, of a volume capacity between <il>11.4 liters</il> and <il>26.6 liters</il>, of a kind used for the conveyance of goods","[""No.""]","","","","",""
"7310.21.00.50","3","Other","[""No.""]","","","","",""
"7310.29.00","2","Other","","Free","","25%","",""
"","3","Containers, of circular cross section, of a volume capacity between 11.4 liters and 26.6 liters, of a kind used for the conveyance of goods:","","","","","",""
"7310.29.00.20","4","Refillable stainless steel kegs, whether or not pressurized, of a kind described in statistical note 1 to this chapter","[""No.""]","","","","",""
"7310.29.00.30","4","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"7310.29.00.55","4","Refillable stainless steel kegs, whether or not pressurized, of a kind described in statistical note 1 to this chapter","[""No.""]","","","","",""
"7310.29.00.65","4","Other","[""No.""]","","","","",""
"7311.00.00","0","Containers for compressed or liquefied gas, of iron or steel","","Free","","25%","",""
"","1","Certified prior to exportation to have been made in accordance with the safety requirements of sections 178.36 through 178.68 of title 49 CFR or under a specific exemption to those requirements:","","","","","",""
"7311.00.00.30","2","Seamless steel containers not overwrapped, marked DOT 3A, 3AX, 3AA, 3AAX, 3B, 3E, 3HT, 3T or DOT-E followed by a specific exemption number","[""No."",""kg""]","","","","",""
"7311.00.00.60","2","Other","[""No."",""kg""]","","","","",""
"7311.00.00.90","1","Other","[""No."",""kg""]","","","","",""
"7312","0","Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated:","","","","","",""
"7312.10","1","Stranded wire, ropes and cables:","","","","","",""
"","2","Stranded wire:","","","","","",""
"","3","Of stainless steel:","","","","","",""
"7312.10.05.00","4","Fitted with fittings or made up into articles","[""kg""]","Free","","45%","",""
"7312.10.10","4","Other","","Free","","45%","",""
"7312.10.10.30","5","Tire cord","[""kg""]","","","","",""
"7312.10.10.50","5","Other, stranded wire having a lay or twist of not more than 1 revolution for a length equal to the strand diameter multiplied by <il>8.5</il>","[""kg""]","","","","",""
"7312.10.10.70","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7312.10.20.00","4","Fitted with fittings or made up into articles","[""kg""]","Free","","45%","",""
"7312.10.30","4","Other","","Free","","35%","",""
"7312.10.30.05","5","Tire cord","[""kg""]","","","","",""
"","5","For prestressing concrete:","","","","","",""
"7312.10.30.10","6","Covered with textile or other non- metallic material","[""kg""]","","","","",""
"7312.10.30.12","6","Other","[""kg""]","","","","",""
"7312.10.30.20","5","Other, stranded wire having a lay or twist of not more than 1 revolution for a length equal to the strand diameter multiplied by 8.5","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7312.10.30.45","6","Of brass plated wire","[""kg""]","","","","",""
"","6","Other:","","","","","",""
"","7","Galvanized:","","","","","",""
"7312.10.30.65","8","ACSR core strand","[""kg""]","","","","",""
"","8","Other:","","","","","",""
"7312.10.30.70","9","Covered with textile or other nonmetallic material","[""kg""]","","","","",""
"7312.10.30.74","9","Other","[""kg""]","","","","",""
"7312.10.30.80","7","Other","[""kg""]","","","","",""
"","2","Ropes, cables and cordage other than stranded wire:","","","","","",""
"","3","Of stainless steel:","","","","","",""
"7312.10.50.00","4","Fitted with fittings or made up into articles","[""kg""]","Free","","45%","",""
"7312.10.60","4","Other","","Free","","45%","",""
"7312.10.60.30","5","With a diameter not exceeding <il>9.5 mm</il>","[""kg""]","","","","",""
"7312.10.60.60","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7312.10.70.00","4","Fitted with fittings or made up into articles","[""kg""]","Free","","45%","",""
"","4","Other:","","","","","",""
"7312.10.80.00","5","Of brass plated wire","[""kg""]","Free","","35%","",""
"7312.10.90","5","Other","","Free","","35%","",""
"","6","Galvanized:","","","","","",""
"7312.10.90.30","7","With a diameter not exceeding <il>9.5 mm</il>","[""kg""]","","","","",""
"7312.10.90.60","7","With a diameter exceeding <il>9.5 mm</il>","[""kg""]","","","","",""
"7312.10.90.90","6","Other","[""kg""]","","","","",""
"7312.90.00.00","1","Other","[""kg""]","Free","","45%","",""
"7313.00.00.00","0","Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel","[""kg""]","Free","","Free","",""
"7314","0","Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel:","","","","","",""
"","1","Woven cloth:","","","","","",""
"7314.12","2","Endless bands for machinery, of stainless steel:","","","","","",""
"7314.12.10.00","3","With meshes not finer than <il>12 wires</il> to the lineal centimeter in warp or filling","[""m<sup>2<\/sup>"",""kg""]","Free","","35%","",""
"7314.12.20.00","3","With meshes finer than 12 but not finer than <il>36 wires</il> to the lineal centimeter in warp or filling","[""m<sup>2<\/sup>"",""kg""]","Free","","50%","",""
"","3","With meshes finer than <il>36 wires</il> to the lineal centimeter in warp or filling:","","","","","",""
"","4","Fourdrinier wires, seamed or not seamed, suitable for use in papermaking machines:","","","","","",""
"7314.12.30.00","5","With 94 or more wires to the lineal centimeter","[""m<sup>2<\/sup>"",""kg""]","Free","","75%","",""
"7314.12.60.00","5","Other","[""m<sup>2<\/sup>"",""kg""]","Free","","75%","",""
"7314.12.90.00","4","Other","[""m<sup>2<\/sup>"",""kg""]","Free","","60%","",""
"7314.14","2","Other woven cloth, of stainless steel:","","","","","",""
"7314.14.10.00","3","With meshes not finer than <il>12 wires</il> to the lineal centimeter in warp or filling","[""m<sup>2<\/sup>"",""kg""]","Free","","35%","",""
"7314.14.20.00","3","With meshes finer than 12 but not finer than <il>36 wires</il> to the lineal centimeter in warp or filling","[""m<sup>2<\/sup>"",""kg""]","Free","","50%","",""
"","3","With meshes finer than <il>36 wires</il> to the lineal centimeter in warp or maximum:","","","","","",""
"","4","Fourdrinier wires, seamed or not seamed, suitable for use in papermaking machines:","","","","","",""
"7314.14.30.00","5","With 94 or more wires to the lineal centimeter","[""m<sup>2<\/sup>"",""kg""]","Free","","75%","",""
"7314.14.60.00","5","Other","[""m<sup>2<\/sup>"",""kg""]","Free","","75%","",""
"7314.14.90.00","4","Other","[""m<sup>2<\/sup>"",""kg""]","Free","","60%","",""
"7314.19.01.00","2","Other","[""m<sup>2<\/sup>"",""kg""]","Free","","60%","",""
"7314.20.00.00","1","Grill, netting and fencing, welded at the intersection, of wire with a maximum cross-sectional dimension of <il>3 mm</il> or more and having a mesh size of <il>100 cm<sup>2</sup></il> or more","[""kg""]","Free","","45%","",""
"","1","Other grill, netting and fencing, welded at the intersection:","","","","","",""
"7314.31","2","Plated or coated with zinc:","","","","","",""
"7314.31.10.00","3","Wire fencing plated or coated with zinc, whether or not covered with plastic material","[""kg""]","Free","","1.1¢/kg","",""
"7314.31.50","3","Other:","","Free","","45%","",""
"7314.31.50.10","4","Welded wire stucco netting, furred, not reinforced with supplemental horizontal wire","[""kg""]","","","","",""
"7314.31.50.80","4","Other","[""kg""]","","","","",""
"7314.39.00.00","2","Other","[""kg""]","Free","","45%","",""
"","1","Other grill, netting and fencing:","","","","","",""
"7314.41.00","2","Plated or coated with zinc","","Free","","1.1¢/kg","",""
"7314.41.00.30","3","Chain link fencing","[""kg""]","","","","",""
"","3","Woven wire stucco netting, furred, not reinforced with supplemental horizontal wire:","","","","","",""
"7314.41.00.40","4","Of wire with maximum cross- sectional dimension of <il>1 mm</il>","[""kg""]","","","","",""
"7314.41.00.45","4","Other","[""kg""]","","","","",""
"7314.41.00.80","3","Other","[""kg""]","","","","",""
"7314.42.00","2","Coated with plastics","","Free","","1.1¢/kg","",""
"7314.42.00.30","3","Chain link fencing","[""kg""]","","","","",""
"7314.42.00.60","3","Other","[""kg""]","","","","",""
"7314.49","2","Other:","","","","","",""
"7314.49.30.00","3","Not cut to shape","[""kg""]","Free","","45%","",""
"7314.49.60.00","3","Cut to shape","[""kg""]","Free","","35%","",""
"7314.50.00.00","1","Expanded metal","[""m<sup>2<\/sup>"",""kg""]","Free","","45%","",""
"7315","0","Chain and parts thereof, of iron or steel:","","","","","",""
