HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"5208.32.30.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.32.30.40","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.32.30.90","5","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.32.40","4","Of numbers 43 to 68","","9.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.7%","",""
"5208.32.40.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.32.40.40","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.32.40.60","5","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5208.32.40.90","5","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.32.50","4","Of number 69 or higher number","","12.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","38.5%","",""
"5208.32.50.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.32.50.90","5","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5208.33.00.00","2","3-thread or 4-thread twill, including cross twill (317)","[""m²"",""kg""]","10.3%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.7%","",""
"5208.39","2","Other fabrics:","","","","","",""
"5208.39.20","3","Satin weave or twill weave","","8.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.7%","",""
"5208.39.20.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5208.39.20.90","4","Other (317)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5208.39.40","4","Of number 42 or lower number","","7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","22.9%","",""
"5208.39.40.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.39.40.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5208.39.60","4","Of numbers 43 to 68","","9.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","27.7%","",""
"5208.39.60.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.39.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5208.39.80","4","Of number 69 or higher number","","12.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","38.5%","",""
"5208.39.80.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.39.80.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Of yarns of different colors:","","","","","",""
"5208.41","2","Plain weave, weighing not more than 100 g/m²:","","","","","",""
"5208.41.20.00","3","Certified hand-loomed fabrics","[""m²"",""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","38.5%","",""
"","3","Other:","","","","","",""
"5208.41.40.00","4","Of number 42 or lower number (218)","[""m²"",""kg""]","8.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","22.9%","",""
"5208.41.60.00","4","Of numbers 43 to 68 (218)","[""m²"",""kg""]","11.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","27.7%","",""
"5208.41.80.00","4","Of number 69 or higher number (218)","[""m²"",""kg""]","14.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","38.5%","",""
"5208.42","2","Plain weave, weighing more than 100 g/m²:","","","","","",""
"5208.42.10.00","3","Certified hand-loomed fabrics","[""m²"",""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","38.5%","",""
"","3","Other:","","","","","",""
"5208.42.30.00","4","Of number 42 or lower number (218)","[""m²"",""kg""]","8.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","22.9%","",""
"5208.42.40.00","4","Of numbers 43 to 68 (218)","[""m²"",""kg""]","11.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","27.7%","",""
"5208.42.50.00","4","Of number 69 or higher number (218)","[""m²"",""kg""]","14.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","38.5%","",""
"5208.43.00.00","2","3-thread or 4-thread twill, including cross twill (218)","[""m²"",""kg""]","Free","","24.7%","",""
"5208.49","2","Other fabrics:","","","","","",""
"5208.49.20.00","3","Satin weave or twill weave (218)","[""m²"",""kg""]","Free","","24.7%","",""
"","3","Other:","","","","","",""
"5208.49.40","4","Of number 42 or lower number","","8.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","22.9%","",""
"5208.49.40.10","5","Oxford cloth (218)","[""m²"",""kg""]","","","","",""
"5208.49.40.20","5","Jacquard woven (220)","[""m²"",""kg""]","","","","",""
"5208.49.40.90","5","Other (218)","[""m²"",""kg""]","","","","",""
"5208.49.60","4","Of numbers 43 to 68","","9.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","27.7%","",""
"5208.49.60.10","5","Oxford cloth (218)","[""m²"",""kg""]","","","","",""
"","5","Jacquard woven:","","","","","",""
"5208.49.60.20","6","Of a width exceeding 127 cm (220)","[""m²"",""kg""]","","","","",""
"5208.49.60.30","6","Other (220)","[""m²"",""kg""]","","","","",""
"5208.49.60.90","5","Other (218)","[""m²"",""kg""]","","","","",""
"5208.49.80","4","Of number 69 or higher number","","14.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","38.5%","",""
"5208.49.80.20","5","Jacquard woven (220)","[""m²"",""kg""]","","","","",""
"5208.49.80.90","5","Other (218)","[""m²"",""kg""]","","","","",""
"","1","Printed:","","","","","",""
"5208.51","2","Plain weave, weighing not more than 100 g/m²:","","","","","",""
"5208.51.20.00","3","Certified hand-loomed fabrics","[""m²"",""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","38.5%","",""
"","3","Other:","","","","","",""
"5208.51.40","4","Of number 42 or lower number","","8.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22.9%","",""
"5208.51.40.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.51.40.40","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.51.40.90","5","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.51.60","4","Of numbers 43 to 68","","11.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.7%","",""
"5208.51.60.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.51.60.40","5","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.51.60.60","5","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5208.51.60.90","5","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.51.80","4","Of number 69 or higher number","","12.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","38.5%","",""
"5208.51.80.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.51.80.90","5","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5208.52","2","Plain weave, weighing more than 100 g/m²:","","","","","",""
"5208.52.10.00","3","Certified hand-loomed fabrics","[""m²"",""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","38.5%","",""
"","3","Other:","","","","","",""
"5208.52.30","4","Of number 42 or lower number","","6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22.9%","",""
"5208.52.30.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"","5","Sheeting:","","","","","",""
"5208.52.30.35","6","Discharge printed (313)","[""m²"",""kg""]","","","","",""
"5208.52.30.45","6","Other (313)","[""m²"",""kg""]","","","","",""
"5208.52.30.90","5","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.52.40","4","Of numbers 43 to 68","","11.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.7%","",""
"5208.52.40.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"","5","Sheeting:","","","","","",""
"5208.52.40.35","6","Discharge printed (313)","[""m²"",""kg""]","","","","",""
"5208.52.40.45","6","Other (313)","[""m²"",""kg""]","","","","",""
"","5","Printcloth:","","","","","",""
"5208.52.40.55","6","Discharge printed (315)","[""m²"",""kg""]","","","","",""
"5208.52.40.65","6","Other (315)","[""m²"",""kg""]","","","","",""
"5208.52.40.90","5","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.52.50","4","Of number 69 or higher number","","12.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","38.5%","",""
"5208.52.50.20","5","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.52.50.90","5","Cheesecloth; lawns,voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5208.59","2","Other fabrics:","","","","","",""
"5208.59.10.00","3","3-thread or 4-thread twill, including cross twill (317)","[""m²"",""kg""]","8.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.7%","",""
"5208.59.20","3","Satin weave or twill weave, other than 3-thread or 4-thread twill or cross twill","","10.3%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.7%","",""
"","4","Sateens:","","","","","",""
"5208.59.20.15","5","Discharge printed (326)","[""m²"",""kg""]","","","","",""
"5208.59.20.25","5","Other (326)","[""m²"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"5208.59.20.85","5","Discharge printed (317)","[""m²"",""kg""]","","","","",""
"5208.59.20.95","5","Other (317)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5208.59.40","4","Of number 42 or lower number","","6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22.9%","",""
"5208.59.40.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.59.40.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5208.59.60","4","Of numbers 43 to 68","","9.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.7%","",""
"5208.59.60.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.59.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5208.59.80","4","Of number 69 or higher number","","11.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","38.5%","",""
"5208.59.80.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5208.59.80.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5209","0","Woven fabrics of cotton, containing 85 percent or more by weight of cotton, weighing more than 200 g/m²:","","","","","",""
"","1","Unbleached:","","","","","",""
"5209.11.00","2","Plain weave","","6.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","14.9%","",""
"5209.11.00.20","3","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"","3","Sheeting:","","","","","",""
"","4","Not napped:","","","","","",""
"5209.11.00.25","5","Osnaburg (313)","[""m²"",""kg""]","","","","",""
"5209.11.00.35","5","Other (313)","[""m²"",""kg""]","","","","",""
"5209.11.00.50","4","Napped (313)","[""m²"",""kg""]","","","","",""
"5209.11.00.90","3","Plain weave duck (219)","[""m²"",""kg""]","","","","",""
"5209.12.00","2","3-thread or 4-thread twill, including cross twill","","6.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","14.9%","",""
"5209.12.00.20","3","Not napped (317)","[""m²"",""kg""]","","","","",""
"5209.12.00.40","3","Napped (317)","[""m²"",""kg""]","","","","",""
"5209.19.00","2","Other fabrics","","6.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","14.9%","",""
"","3","Satin weave or twill weave:","","","","","",""
"5209.19.00.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5209.19.00.40","4","Other (317)","[""m²"",""kg""]","","","","",""
"5209.19.00.60","3","Duck, except plain weave (219)","[""m²"",""kg""]","","","","",""
"5209.19.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Bleached:","","","","","",""
"5209.21.00","2","Plain weave","","7.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.9%","",""
"5209.21.00.20","3","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"","3","Sheeting:","","","","","",""
"","4","Not napped:","","","","","",""
"5209.21.00.25","5","Osnaburg (313)","[""m²"",""kg""]","","","","",""
"5209.21.00.35","5","Other (313)","[""m²"",""kg""]","","","","",""
"5209.21.00.50","4","Napped (313)","[""m²"",""kg""]","","","","",""
"5209.21.00.90","3","Plain weave duck (219)","[""m²"",""kg""]","","","","",""
"5209.22.00","2","3-thread or 4-thread twill, including cross twill","","7.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.9%","",""
"5209.22.00.20","3","Not napped (317)","[""m²"",""kg""]","","","","",""
"5209.22.00.40","3","Napped (317)","[""m²"",""kg""]","","","","",""
"5209.29.00","2","Other fabrics","","7.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.9%","",""
"","3","Satin weave or twill weave:","","","","","",""
"5209.29.00.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5209.29.00.40","4","Other (317)","[""m²"",""kg""]","","","","",""
"5209.29.00.60","3","Duck, except plain weave (219)","[""m²"",""kg""]","","","","",""
"5209.29.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Dyed:","","","","","",""
"5209.31","2","Plain weave:","","","","","",""
"5209.31.30.00","3","Certified hand-loomed fabrics","[""m²"",""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20.9%","",""
"5209.31.60","3","Other","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20.9%","",""
"5209.31.60.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"","4","Sheeting:","","","","","",""
"","5","Not napped:","","","","","",""
"5209.31.60.25","6","Osnaburg (313)","[""m²"",""kg""]","","","","",""
"5209.31.60.35","6","Other (313)","[""m²"",""kg""]","","","","",""
"5209.31.60.50","5","Napped (313)","[""m²"",""kg""]","","","","",""
"5209.31.60.90","4","Plain weave duck (219)","[""m²"",""kg""]","","","","",""
"5209.32.00","2","3-thread or 4-thread twill, including cross twill","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20.9%","",""
"5209.32.00.20","3","Not napped (317)","[""m²"",""kg""]","","","","",""
"5209.32.00.40","3","Napped (317)","[""m²"",""kg""]","","","","",""
"5209.39.00","2","Other fabrics","","8.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","20.9%","",""
"","3","Satin weave or twill weave:","","","","","",""
"5209.39.00.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5209.39.00.40","4","Other (317)","[""m²"",""kg""]","","","","",""
"5209.39.00.60","3","Duck, except plain weave (219)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5209.39.00.80","4","Of a width exceeding 127 cm (220)","[""m²"",""kg""]","","","","",""
"5209.39.00.90","4","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Of yarns of different colors:","","","","","",""
"5209.41","2","Plain weave:","","","","","",""
"5209.41.30.00","3","Certified hand-loomed fabrics","[""m²"",""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20.9%","",""
"5209.41.60","3","Other","","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","20.9%","",""
"5209.41.60.20","4","Not napped (218)","[""m²"",""kg""]","","","","",""
"5209.41.60.40","4","Napped (218)","[""m²"",""kg""]","","","","",""
"5209.42.00","2","Denim","","8.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","20.9%","",""
"","3","Blue denim:","","","","","",""
"5209.42.00.20","4","Weighing not more than 360 g/m² (225)","[""m²"",""kg""]","","","","",""
"5209.42.00.40","4","Weighing more than 360 g/m²(225)","[""m²"",""kg""]","","","","",""
"","3","Other denim:","","","","","",""
"5209.42.00.60","4","Weighing not more than 360 g/m² (218)","[""m²"",""kg""]","","","","",""
"5209.42.00.80","4","Weighing more than 360 g/m² (218)","[""m²"",""kg""]","","","","",""
"5209.43.00","2","Other fabrics of 3-thread or 4-thread twill, including cross twill","","8.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","20.9%","",""
"5209.43.00.30","3","Not napped (218)","[""m²"",""kg""]","","","","",""
"5209.43.00.50","3","Napped (218)","[""m²"",""kg""]","","","","",""
"5209.49.00","2","Other fabrics","","8.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","20.9%","",""
"","3","Jacquard woven:","","","","","",""
"5209.49.00.20","4","Of a width exceeding 127 cm (220)","[""m²"",""kg""]","","","","",""
"5209.49.00.40","4","Other (220)","[""m²"",""kg""]","","","","",""
"5209.49.00.90","3","Other (218)","[""m²"",""kg""]","","","","",""
"","1","Printed:","","","","","",""
"5209.51","2","Plain weave:","","","","","",""
"5209.51.30.00","3","Certified hand-loomed fabrics","[""m²"",""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20.9%","",""
"5209.51.60","3","Other","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20.9%","",""
"","4","Poplin or broadcloth:","","","","","",""
"5209.51.60.15","5","Discharge printed (314)","[""m²"",""kg""]","","","","",""
"5209.51.60.25","5","Other (314)","[""m²"",""kg""]","","","","",""
"","4","Sheeting:","","","","","",""
"","5","Not napped:","","","","","",""
"5209.51.60.32","6","Discharge printed (313)","[""m²"",""kg""]","","","","",""
"5209.51.60.35","6","Other (313)","[""m²"",""kg""]","","","","",""
"5209.51.60.50","5","Napped (313)","[""m²"",""kg""]","","","","",""
"5209.51.60.90","4","Plain weave duck (219)","[""m²"",""kg""]","","","","",""
"5209.52.00","2","3-thread or 4-thread twill, including cross twill","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20.9%","",""
"5209.52.00.20","3","Not napped (317)","[""m²"",""kg""]","","","","",""
"5209.52.00.40","3","Napped (317)","[""m²"",""kg""]","","","","",""
"5209.59.00","2","Other fabrics","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20.9%","",""
"","3","Satin weave or twill weave:","","","","","",""
"","4","Sateens:","","","","","",""
"5209.59.00.15","5","Discharge printed (326)","[""m²"",""kg""]","","","","",""
"5209.59.00.25","5","Other (326)","[""m²"",""kg""]","","","","",""
"5209.59.00.40","4","Other (317)","[""m²"",""kg""]","","","","",""
"5209.59.00.60","3","Duck, except plain weave (219)","[""m²"",""kg""]","","","","",""
"5209.59.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"5210","0","Woven fabrics of cotton, containing less than 85 percent by weight of cotton, mixed mainly or solely with man-made fibers, weighing not more than 200 g/m²:","","","","","",""
"","1","Unbleached:","","","","","",""
"5210.11","2","Plain weave:","","","","","",""
"5210.11.40","3","Of number 42 or lower number","","8.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","21.9%","",""
"5210.11.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.11.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5210.11.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5210.11.60","3","Of numbers 43 to 68","","10.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","26.7%","",""
"5210.11.60.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.11.60.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5210.11.60.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5210.11.60.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5210.11.80","3","Of number 69 or higher number","","13.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","37.5%","",""
"5210.11.80.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.11.80.90","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5210.19","2","Other fabrics:","","","","","",""
"5210.19.10.00","3","3-thread or 4-thread twill, including cross twill (317)","[""m²"",""kg""]","9.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","23.7%","",""
"5210.19.20","3","Satin weave or twill weave, other than 3-thread or 4-thread twill or cross twill","","9.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","23.7%","",""
"5210.19.20.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5210.19.20.90","4","Other (317)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5210.19.40","4","Of number 42 or lower number","","8.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","21.9%","",""
"5210.19.40.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.19.40.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5210.19.60","4","Of numbers 43 to 68","","8.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","26.7%","",""
"5210.19.60.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.19.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5210.19.80","4","Of number 69 or higher number","","10.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","37.5%","",""
"5210.19.80.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.19.80.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Bleached:","","","","","",""
"5210.21","2","Plain weave:","","","","","",""
"5210.21.40","3","Of number 42 or lower number","","8.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","24.9%","",""
"5210.21.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.21.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5210.21.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5210.21.60","3","Of numbers 43 to 68","","11.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","29.7%","",""
"5210.21.60.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.21.60.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5210.21.60.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5210.21.60.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5210.21.80","3","Of number 69 or higher number","","12.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40.5%","",""
"5210.21.80.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.21.80.90","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5210.29","2","Other fabrics:","","","","","",""
"5210.29.10.00","3","3-thread or 4-thread twill, including cross twill (317)","[""m²"",""kg""]","10.3%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","26.7%","",""
"5210.29.20","3","Satin weave or twill weave, other than 3-thread or 4-thread twill or cross twill","","10.3%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","26.7%","",""
"5210.29.20.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5210.29.20.90","4","Other (317)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5210.29.40","4","Of number 42 or lower number","","8.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","24.9%","",""
"5210.29.40.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.29.40.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5210.29.60","4","Of numbers 43 to 68","","11.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","29.7%","",""
"5210.29.60.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.29.60.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"5210.29.80","4","Of number 69 or higher number","","14.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40.5%","",""
"5210.29.80.20","5","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5210.29.80.90","5","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Dyed:","","","","","",""
"5210.31","2","Plain weave:","","","","","",""
"5210.31.40","3","Of number 42 or lower number","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27.9%","",""
"5210.31.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.31.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5210.31.40.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5210.31.60","3","Of numbers 43 to 68","","12.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","32.7%","",""
"5210.31.60.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.31.60.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5210.31.60.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
"5210.31.60.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5210.31.80","3","Of number 69 or higher number","","15.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","43.5%","",""
"5210.31.80.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5210.31.80.90","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5210.32.00.00","2","3-thread or 4-thread twill, including cross twill (317)","[""m²"",""kg""]","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","29.7%","",""
"5210.39","2","Other fabrics:","","","","","",""
"5210.39.20","3","Satin weave or twill weave","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","29.7%","",""
"5210.39.20.20","4","Sateens (326)","[""m²"",""kg""]","","","","",""
"5210.39.20.90","4","Other (317)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
