HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"","5","Other:","","","","","",""
"6304.99.60.30","6","Containing 85 percent or more by weight of silk or silk waste","[""kg""]","","","","",""
"6304.99.60.40","6","Other (899)","[""kg""]","","","","",""
"6305","0","Sacks and bags, of a kind used for the packing of goods:","","","","","",""
"6305.10.00.00","1","Of jute or of other textile bast fibers of heading 5303","[""kg""]","Free","","2.2¢/kg + 10%","",""
"6305.20.00.00","1","Of cotton (369)","[""kg""]","6.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","40%","",""
"","1","Of man-made textile materials:","","","","","",""
"6305.32.00","2","Flexible intermediate bulk containers","","8.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","103%","",""
"6305.32.00.10","3","Weighing one kg or more (669)","[""kg""]","","","","",""
"6305.32.00.20","3","Other (669)","[""kg""]","","","","",""
"6305.33.00","2","Other, of polyethylene or polypropylene strip or the like","","8.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","103%","",""
"6305.33.00.10","3","Weighing one kg or more (669)","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","Weighing less than 1 kg, with an outer laminated ply of plastics sheeting:","","","","","",""
"6305.33.00.40","5","Printed with three or more colors (669)","[""kg""]","","","","",""
"6305.33.00.60","5","Other (669)","[""kg""]","","","","",""
"6305.33.00.80","4","Other (669)","[""kg""]","","","","",""
"6305.39.00.00","2","Other (669)","[""kg""]","8.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","103%","",""
"6305.90.00.00","1","Of other textile materials (899)","[""kg""]","6.2%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","40%","",""
"6306","0","Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods:","","","","","",""
"","1","Tarpaulins, awnings and sunblinds:","","","","","",""
"6306.12.00.00","2","Of synthetic fibers (669)","[""kg""]","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6306.19","2","Of other textile materials:","","","","","",""
"6306.19.11.00","3","Of cotton (369)","[""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6306.19.21","3","Other","","5.1%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","40%","",""
"6306.19.21.10","4","Of artificial fibers (669)","[""kg""]","","","","",""
"6306.19.21.20","4","Other (899)","[""kg""]","","","","",""
"","1","Tents (including temporary canopies and similar articles):","","","","","",""
"6306.22","2","Of synthetic fibers:","","","","","",""
"6306.22.10.00","3","Backpacking tents","[""No."",""kg""]","Free","","90%","",""
"6306.22.90","3","Other","","8.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6306.22.90.10","4","Screen houses","[""kg""]","","","","",""
"6306.22.90.30","4","Other (669)","[""kg""]","","","","",""
"6306.29","2","Of other textile materials:","","","","","",""
"6306.29.11.00","3","Of cotton","[""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6306.29.21.00","3","Other","[""kg""]","2.9%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","40%","",""
"6306.30.00","1","Sails","","Free","","30%","",""
"6306.30.00.10","2","Of synthetic fibers","[""kg""]","","","","",""
"6306.30.00.20","2","Of other textile materials","[""kg""]","","","","",""
"6306.40","1","Pneumatic mattresses:","","","","","",""
"6306.40.41.00","2","Of cotton","[""kg""]","3.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"6306.40.49.00","2","Of other textile materials","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"6306.90","1","Other:","","","","","",""
"6306.90.10.00","2","Of cotton","[""kg""]","3.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"6306.90.50.00","2","Of other textile materials","[""kg""]","4.5%","Free (AU,BH, CL,CO,E*,IL, JO,KR, MA,OM,P, PA,PE,S,SG)","78.5%","",""
"6307","0","Other made up articles, including dress patterns:","","","","","",""
"6307.10","1","Floorcloths, dishcloths, dusters and similar cleaning cloths:","","","","","",""
"6307.10.10","2","Dustcloths, mop cloths and polishing cloths, of cotton","","4.1%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","26.2%","",""
"6307.10.10.20","3","Bar mops (measuring 46 to 57 centimeters in length and 38 to43 centimeters in width) of terry fabric (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6307.10.10.90","3","Other (369)","[""kg""]","","","","",""
"6307.10.20","2","Other","","5.3%","Free (AU,BH, CL,CO,E*,IL, JO,KR, MA,OM,P, PA,PE,S,SG)","40%","",""
"","3","Shop towels dedicated for use in garages, filling stations and machine shops:","","","","","",""
"6307.10.20.05","4","Of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6307.10.20.15","4","Other (863)","[""No."",""kg""]","","","","",""
"","3","Dish cloths:","","","","","",""
"6307.10.20.27","4","Of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6307.10.20.28","4","Other (863)","[""No."",""kg""]","","","","",""
"6307.10.20.30","3","Other","[""kg""]","","","","",""
"6307.20.00.00","1","Lifejackets and lifebelts","[""kg""]","4.5%","Free (AU,BH, CL,CO,E*,IL, JO,KR, MA,OM,P, PA,PE,S,SG)","78.5%","",""
"6307.90","1","Other:","","","","","",""
"6307.90.30","2","Labels","","7.9%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","71.5%","",""
"6307.90.30.10","3","Of cotton (369)","[""kg""]","","","","",""
"6307.90.30.20","3","Other (669)","[""kg""]","","","","",""
"6307.90.40","2","Cords and tassels","","Free","","65%","",""
"6307.90.40.10","3","Of cotton (369)","[""kg""]","","","","",""
"6307.90.40.20","3","Other (669)","[""kg""]","","","","",""
"6307.90.50","2","Corset lacings, footwear lacings or similar lacings","","Free","","90%","",""
"6307.90.50.10","3","Of cotton (369)","[""kg""]","","","","",""
"6307.90.50.20","3","Other (669)","[""kg""]","","","","",""
"","2","Surgical drapes:","","","","","",""
"6307.90.60","3","Of fabric formed on a base of paper or covered or lined with paper","","Free","","26.5%","",""
"6307.90.60.10","4","Perineal towels","[""kg""]","","","","",""
"6307.90.60.90","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"6307.90.68.00","4","Spunlaced or bonded fiber fabric disposable surgical drapes of man-made fibers","[""kg""]","Free","","78.5%","",""
"6307.90.72.00","4","Other","[""kg""]","4.5%","Free (AU,BH, CL,CO,E*,IL, JO,KR, MA,OM,P, PA,PE,S,SG)","78.5%","",""
"6307.90.75.00","2","Toys for pets, of textile materials","[""No."",""kg""]","4.3%","Free (AU,BH, CL,CO,E*,IL, JO,KR, MA,OM,P, PA,PE,S,SG)","80%","",""
"6307.90.85.00","2","Wall banners, of man-made fibers","[""kg""]","5.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","74%","",""
"","2","Other:","","","","","",""
"6307.90.89","3","Surgical towels; cotton towels of pile or tufted construction; pillow shells, of cotton; shells for quilts, eiderdowns, comforters and similar articles of cotton","","7%","Free (AU,B,BH, CL,CO,E*,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","40%","",""
"6307.90.89.10","4","Surgical towels (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6307.90.89.40","4","Cotton towels of pile or tufted construction (363)","[""No."",""kg""]","","","","",""
"6307.90.89.45","4","Pillow shells, of cotton (369)","[""kg""]","","","","",""
"","4","Shells for quilts, eiderdowns, comforters and similar articles of cotton:","","","","","",""
"6307.90.89.50","5","Sleeping bag shells","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"6307.90.89.85","6","Containing 85 percent or more by weight of cotton","[""No."",""kg""]","","","","",""
"6307.90.89.95","6","Other (362)","[""No."",""kg""]","","","","",""
"6307.90.98","3","Other","","7%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","4","National flags:","","","","","",""
"6307.90.98.25","5","Of the United States","[""No."",""kg""]","","","","",""
"6307.90.98.35","5","Of other nations","[""No."",""kg""]","","","","",""
"","4","Face masks, including respirators without replaceable filters:","","","","","",""
"","5","N95 respirators:","","","","","",""
"6307.90.98.42","6","Surgical","[""No."",""kg""]","","","","",""
"6307.90.98.44","6","Other","[""No."",""kg""]","","","","",""
"6307.90.98.50","5","Other respirators","[""No."",""kg""]","","","","",""
"","5","Other face masks:","","","","","",""
"6307.90.98.70","6","Disposable","[""No."",""kg""]","","","","",""
"6307.90.98.75","6","Other","[""No."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"6307.90.98.82","5","Other towels of cotton (369)","[""No."",""<u>kg<\/u>""]","","","","",""
"6307.90.98.84","5","Other towels of man-made fibers (666)","[""No."",""<u>kg<\/u>""]","","","","",""
"6307.90.98.85","5","Furniture movers' pads of cotton","[""No."",""kg""]","","","","",""
"6307.90.98.87","5","Furniture movers' pads of man-made fibers","[""No."",""kg""]","","","","",""
"6307.90.98.91","5","Other","[""No."",""kg""]","","","","",""
"","1","II. NEEDLECRAFT SETS","","","","","",""
"6308.00.00","0","Needlecraft sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered tablecloths or napkins, or similar textile articles, put up in packings for retail sale","","11.4%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,NP,OM, P,PA,PE,S,SG)","55%","",""
"6308.00.00.10","1","Containing wool yarn (469)","[""kg""]","","","","",""
"6308.00.00.20","1","Other (669)","[""kg""]","","","","",""
"","1","III. WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS","","","","","",""
"6309.00.00","0","Worn clothing and other worn articles","","Free","","93%","",""
"6309.00.00.10","1","Worn clothing","[""kg""]","","","","",""
"6309.00.00.20","1","Other","[""kg""]","","","","",""
"6310","0","Used or new rags, scrap twine, cordage, rope and cables, and worn out articles of twine, cordage, rope or cables, of textile materials:","","","","","",""
"6310.10","1","Sorted:","","","","","",""
"6310.10.10.00","2","Of wool or fine animal hair","[""kg""]","Free","","39.7¢/kg","",""
"6310.10.20","2","Other","","Free","","10%","",""
"6310.10.20.10","3","Of cotton","[""kg""]","","","","",""
"6310.10.20.20","3","Of man-made fibers","[""kg""]","","","","",""
"6310.10.20.30","3","Other","[""kg""]","","","","",""
"6310.90","1","Other:","","","","","",""
"6310.90.10.00","2","Of wool or fine animal hair","[""kg""]","5.5¢/kg","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","39.7¢/kg","",""
"6310.90.20.00","2","Other","[""kg""]","Free","","10%","",""
"6401","0","Waterproof footwear with outer soles and uppers of rubber or plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes:","","","","","",""
"6401.10.00.00","1","Footwear incorporating a protective metal toe-cap","[""prs.""]","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","75%","",""
"","1","Other footwear:","","","","","",""
"6401.92","2","Covering the ankle but not covering the knee:","","","","","",""
"6401.92.30.00","3","Ski-boots and snowboard boots","[""prs.""]","Free","","35%","",""
"","3","Other:","","","","","",""
"6401.92.60.00","4","Having soles and uppers of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is poly(vinyl chloride), whether or not supported or lined with poly(vinyl chloride) but not otherwise supported or lined","[""prs.""]","4.6%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","25%","",""
"6401.92.90","4","Other","","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","75%","",""
"6401.92.90.30","5","Work footwear","[""prs.""]","","","","",""
"6401.92.90.60","5","Other","[""prs.""]","","","","",""
"6401.99","2","Other:","","","","","",""
"6401.99.10.00","3","Covering the knee","[""prs.""]","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","75%","",""
"","3","Other:","","","","","",""
"","4","Designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather:","","","","","",""
"6401.99.30.00","5","Designed for use without closures","[""prs.""]","25%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","50%","",""
"6401.99.60.00","5","Other","[""prs.""]","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","75%","",""
"","4","Other:","","","","","",""
"6401.99.80.00","5","Having uppers of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is rubber or plastics (except footwear having foxing or a foxing-like band applied or molded at the sole and overlapping the upper)","[""prs.""]","Free","","35%","",""
"6401.99.90.00","5","Other","[""prs.""]","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","66%","",""
"6402","0","Other footwear with outer soles and uppers of rubber or plastics:","","","","","",""
"","1","Sports footwear:","","","","","",""
"6402.12.00.00","2","Ski-boots, cross-country ski footwear and snowboard boots","[""prs.""]","Free","","35%","",""
"6402.19","2","Other:","","","","","",""
"","3","Having uppers of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is rubber or plastics (except footwear having foxing or a foxing-like band applied or molded at the sole and overlapping the upper and except footwear designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather):","","","","","",""
"6402.19.05","4","Golf shoes","","6%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"6402.19.05.30","5","For men","[""prs.""]","","","","",""
"6402.19.05.60","5","For women","[""prs.""]","","","","",""
"6402.19.05.90","5","Other","[""prs.""]","","","","",""
"6402.19.15","4","Other","","5.1%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"6402.19.15.20","5","For men","[""prs.""]","","","","",""
"6402.19.15.41","5","For women","[""prs.""]","","","","",""
"6402.19.15.61","5","Other","[""prs.""]","","","","",""
"","3","Other:","","","","","",""
"6402.19.30","4","Valued not over $3/pair","","Free","","84%","",""
"6402.19.30.31","5","For men","[""prs.""]","","","","",""
"6402.19.30.61","5","Other","[""prs.""]","","","","",""
"6402.19.50","4","Valued over $3 but not over $6.50/pair","","76¢/pr. + 32%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","$1.58/pr. + 66%","",""
"6402.19.50.31","5","For men","[""prs.""]","","","","",""
"6402.19.50.61","5","Other","[""prs.""]","","","","",""
"6402.19.70","4","Valued over $6.50 but not over $12/pair","","76¢/pr. + 17%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","$1.58/pr. + 35%","",""
"6402.19.70.31","5","For men","[""prs.""]","","","","",""
"6402.19.70.61","5","Other","[""prs.""]","","","","",""
"6402.19.90","4","Valued over $12/pair","","9%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"6402.19.90.31","5","For men","[""prs.""]","","","","",""
"6402.19.90.61","5","Other","[""prs.""]","","","","",""
"6402.20.00.00","1","Footwear with upper straps or thongs assembled to the sole by means of plugs (zoris)","[""prs.""]","Free","","35%","",""
"","1","Other footwear:","","","","","",""
"6402.91","2","Covering the ankle:","","","","","",""
"","3","Incorporating a protective metal toe-cap:","","","","","",""
"6402.91.05.00","4","Having uppers of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is rubber or plastics (except footwear having foxing or a foxing-like band applied or molded at the sole and overlapping the upper and except footwear designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather)","[""prs.""]","6%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"","4","Other:","","","","","",""
"6402.91.10.00","5","Footwear designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather","[""prs.""]","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","66%","",""
"","5","Other:","","","","","",""
"6402.91.16.00","6","Valued not over $3/pair","[""prs.""]","24%","Free (AU,BH, CL,CO,D,IL,JO, KR,MA,OM, P,PA,PE,R,S,SG)","84%","",""
"6402.91.20.00","6","Valued over $3 but not over $6.50/pair","[""prs.""]","90¢/pr. + 37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","$1.58/pr. + 66%","",""
"6402.91.26.00","6","Valued over $6.50 but not over $12/pair","[""prs.""]","90¢/pr. + 20%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","$1.58/pr. + 35%","",""
"6402.91.30.00","6","Valued over $12/pair","[""prs.""]","20%","Free (AU,BH, CL,CO,D,IL,JO, KR,MA,OM, P,PA,PE,R,S,SG)","35%","",""
"","3","Other:","","","","","",""
"6402.91.40","4","Having uppers of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is rubber or plastics except (1) footwear having a foxing or a foxing-like band applied or molded at the sole and overlapping the upper and (2) except footwear (other than footwear having uppers which from a point 3 cm above the top of the outer sole are entirely of non- molded construction formed by sewing the parts together and having exposed on the outer surface a substantial portion of functional stitching) designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather","","6%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"","5","For men:","","","","","",""
"6402.91.40.05","6","Work footwear","[""prs.""]","","","","",""
"6402.91.40.10","6","Other","[""prs.""]","","","","",""
"","5","For women:","","","","","",""
"6402.91.40.40","6","Work footwear","[""prs.""]","","","","",""
"6402.91.40.50","6","Other","[""prs.""]","","","","",""
"6402.91.40.63","5","For infants, as described in statistical note 2 to this chapter","[""prs.""]","","","","",""
"6402.91.40.67","5","Other","[""prs.""]","","","","",""
"6402.91.42","4","Protective active footwear (except footwear with waterproof molded bottoms, including bottoms comprising an outer sole and all or part of the upper and except footwear with insulation that provides protection against cold weather) whose height from the bottom of the outer sole to the top of the upper does not exceed 15.34 cm","","20%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","35%","",""
"6402.91.42.30","5","For men","[""prs.""]","","","","",""
"6402.91.42.60","5","For women","[""prs.""]","","","","",""
"6402.91.42.90","5","Other","[""prs.""]","","","","",""
"","4","Other:","","","","","",""
"6402.91.50","5","Footwear designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather","","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","66%","",""
"","6","For men:","","","","","",""
"6402.91.50.10","7","Work footwear","[""prs.""]","","","","",""
"6402.91.50.20","7","Other","[""prs.""]","","","","",""
"","6","For women:","","","","","",""
"6402.91.50.45","7","Work footwear","[""prs.""]","","","","",""
"6402.91.50.50","7","Other","[""prs.""]","","","","",""
"6402.91.50.90","6","Other","[""prs.""]","","","","",""
"","5","Other:","","","","","",""
"6402.91.60","6","Valued not over $3/pair","","48%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","84%","",""
"6402.91.60.30","7","For men","[""prs.""]","","","","",""
"6402.91.60.60","7","For women","[""prs.""]","","","","",""
"6402.91.60.90","7","Other","[""prs.""]","","","","",""
"6402.91.70","6","Valued over $3 but not over $6.50/pair","","90¢/pr. + 37.5%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,R,S, SG)","$1.58/pr. + 66%","",""
"6402.91.70.30","7","For men","[""prs.""]","","","","",""
"6402.91.70.60","7","For women","[""prs.""]","","","","",""
"6402.91.70.90","7","Other","[""prs.""]","","","","",""
"6402.91.80","6","Valued over $6.50 but not over $12/pair","","90¢/pr. + 20%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","$1.58/pr. + 35%","",""
"6402.91.80.05","7","Tennis shoes, basketball shoes, gym shoes, training shoes and the like","[""prs.""]","","","","",""
"","7","Other:","","","","","",""
"","8","For men:","","","","","",""
"6402.91.80.10","9","Work footwear","[""prs.""]","","","","",""
"6402.91.80.21","9","Other","[""prs.""]","","","","",""
"","8","For women:","","","","","",""
"6402.91.80.45","9","Work footwear","[""prs.""]","","","","",""
"6402.91.80.51","9","Other","[""prs.""]","","","","",""
"6402.91.80.91","8","Other","[""prs.""]","","","","",""
"6402.91.90","6","Valued over $12/pair","","20%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","35%","",""
"6402.91.90.05","7","Tennis shoes, basketball shoes, gym shoes, training shoes and the like","[""prs.""]","","","","",""
"","7","Other:","","","","","",""
"","8","For men:","","","","","",""
"6402.91.90.10","9","Work footwear","[""prs.""]","","","","",""
"6402.91.90.35","9","Other","[""prs.""]","","","","",""
"","8","For women:","","","","","",""
"6402.91.90.45","9","Work footwear","[""prs.""]","","","","",""
"6402.91.90.65","9","Other","[""prs.""]","","","","",""
"6402.91.90.95","8","Other","[""prs.""]","","","","",""
"6402.99","2","Other:","","","","","",""
"","3","Incorporating a protective metal toe-cap:","","","","","",""
"6402.99.04.00","4","Having uppers of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is rubber or plastics (except footwear having foxing or a foxing-like band applied or molded at the sole and overlapping the upper and except footwear designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather)","[""prs.""]","6%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"","4","Other:","","","","","",""
"6402.99.08.00","5","Footwear designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather","[""prs.""]","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","66%","",""
"","5","Other:","","","","","",""
"6402.99.12.00","6","Valued not over $3/pair","[""prs.""]","24%","Free (AU,BH, CL,CO,D,IL, JO,KR,MA, OM,P,PA, PE,R,S,SG)","84%","",""
"6402.99.16.00","6","Valued over $3 but not over $6.50/pair","[""prs.""]","90¢/pr. + 37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","$1.58/pr. + 66%","",""
"6402.99.19.00","6","Valued over $6.50 but not over $12/pair","[""prs.""]","90¢/pr. + 20%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","$1.58/pr. + 35%","",""
"6402.99.21.00","6","Valued over $12/pair","[""prs.""]","20%","Free (AU,BH, CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE,R,S, SG)","35%","",""
"","3","Other:","","","","","",""
"","4","Having uppers of which over 90 percent of the external surface area (including any accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is rubber or plastics (except footwear having a foxing or a foxing-like band applied or molded at the sole and overlapping the upper and except footwear designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather):","","","","","",""
"6402.99.23","5","Made on a base or platform of wood","","8%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","33 1/3%","",""
"6402.99.23.30","6","For men","[""prs.""]","","","","",""
"6402.99.23.60","6","For women","[""prs.""]","","","","",""
"6402.99.23.90","6","Other","[""prs.""]","","","","",""
"6402.99.25","5","Made on a base or platform of cork","","12.5%","Free (AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"6402.99.25.30","6","For men","[""prs.""]","","","","",""
"6402.99.25.60","6","For women","[""prs.""]","","","","",""
"6402.99.25.90","6","Other","[""prs.""]","","","","",""
"","5","Other:","","","","","",""
"6402.99.27","6","Sandals and similar footwear of plastics, produced in one piece by molding","","3%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"6402.99.27.30","7","For men","[""prs.""]","","","","",""
"6402.99.27.60","7","For women","[""prs.""]","","","","",""
"6402.99.27.90","7","Other","[""prs.""]","","","","",""
"6402.99.31","6","Other","","6%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"6402.99.31.10","7","House slippers","[""prs.""]","","","","",""
"6402.99.31.15","7","Tennis shoes, basketball shoes, gym shoes, training shoes and the like","[""prs.""]","","","","",""
"","7","Other:","","","","","",""
"","8","For men:","","","","","",""
"6402.99.31.35","9","Work footwear","[""prs.""]","","","","",""
"6402.99.31.45","9","Other","[""prs.""]","","","","",""
"","8","For women:","","","","","",""
"6402.99.31.55","9","Work footwear","[""prs.""]","","","","",""
"6402.99.31.65","9","Other","[""prs.""]","","","","",""
"6402.99.31.73","8","For infants, as described in statistical note 2 to this chapter","[""prs.""]","","","","",""
"6402.99.31.77","8","Other","[""prs.""]","","","","",""
"","4","Other:","","","","","",""
"6402.99.32","5","Protective active footwear","","20%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","35%","",""
"6402.99.32.30","6","For men","[""prs.""]","","","","",""
"6402.99.32.60","6","For women","[""prs.""]","","","","",""
"6402.99.32.90","6","Other","[""prs.""]","","","","",""
"6402.99.33","5","Footwear designed to be worn over, or in lieu of, other footwear as a protection against water, oil, grease or chemicals or cold or inclement weather","","37.5%","Free (AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","66%","",""
"","6","For men:","","","","","",""
"6402.99.33.10","7","Work footwear","[""prs.""]","","","","",""
"6402.99.33.20","7","Other","[""prs.""]","","","","",""
"","6","For women:","","","","","",""
"6402.99.33.45","7","Work footwear","[""prs.""]","","","","",""
"6402.99.33.50","7","Other","[""prs.""]","","","","",""
"6402.99.33.90","6","Other","[""prs.""]","","","","",""
"","5","Footwear with open toes or open heels; footwear of the slip-on type, that is held to the foot without the use of laces or buckles or other fasteners, the foregoing except footwear of subheading 6402.99.33 and except footwear having a foxing or a foxing-like band wholly or almost wholly of rubber or plastics applied or molded at the sole and overlapping the upper:","","","","","",""
"6402.99.41.00","6","Having outer soles with textile materials having the greatest surface area in contact with the ground, but not taken into account under the terms of additional U.S. note 5 to this chapter","[""prs.""]","12.5%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","35%","",""
"6402.99.49","6","Other","","37.5%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA,P, PA,PE,OM,R,S,SG)","66%","",""
"6402.99.49.20","7","House slippers","[""prs.""]","","","","",""
"","7","Other:","","","","","",""
"6402.99.49.40","8","For men","[""prs.""]","","","","",""
"6402.99.49.60","8","For women","[""prs.""]","","","","",""
