HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"6112.20.20.30","3","Other (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","1","Men's or boys' swimwear:","","","","","",""
"6112.31.00","2","Of synthetic fibers","","25.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"6112.31.00.10","3","Men's (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6112.31.00.20","3","Boys' (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6112.39.00","2","Of other textile materials","","13.2%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6112.39.00.10","3","Of cotton (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6112.39.00.15","4","Containing 70 percent or more by weight of silk or silk waste (759)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6112.39.00.90","4","Other (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","1","Women's or girls' swimwear:","","","","","",""
"6112.41.00","2","Of synthetic fibers","","24.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"","3","Of fabric containing by weight 5 percent or more elastomeric yarn or rubber thread:","","","","","",""
"6112.41.00.10","4","Women's (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6112.41.00.20","4","Girls' (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6112.41.00.30","4","Women's (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6112.41.00.40","4","Girls' (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6112.49.00","2","Of other textile materials","","13.2%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6112.49.00.10","3","Of cotton (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6112.49.00.15","4","Containing 70 percent or more by weight of silk or silk waste (759)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6112.49.00.90","4","Other (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6113.00","0","Garments, made up of knitted or crocheted fabrics of heading 5903, 5906 or 5907:","","","","","",""
"6113.00.10","1","Having an outer surface impregnated, coated, covered, or laminated with rubber or plastics material which completely obscures the underlying fabric","","3.8%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","65%","",""
"","2","Coats and jackets:","","","","","",""
"6113.00.10.05","3","Men's or boys'","[""doz."",""kg""]","","","","",""
"6113.00.10.10","3","Women's or girls'","[""doz."",""kg""]","","","","",""
"6113.00.10.12","2","Other","[""doz."",""kg""]","","","","",""
"6113.00.90","1","Other","","7.1%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","65%","",""
"","2","Coats and jackets:","","","","","",""
"","3","Of cotton:","","","","","",""
"6113.00.90.15","4","Men's or boys' (334)","[""doz."",""kg""]","","","","",""
"6113.00.90.20","4","Women's or girls' (335)","[""doz."",""kg""]","","","","",""
"","3","Other:","","","","","",""
"6113.00.90.25","4","Men's or boys' (634)","[""doz."",""kg""]","","","","",""
"6113.00.90.30","4","Women's or girls' (635)","[""doz."",""kg""]","","","","",""
"","2","Trousers, breeches and shorts:","","","","","",""
"","3","Of cotton:","","","","","",""
"6113.00.90.38","4","Men's or boys' (347)","[""doz."",""kg""]","","","","",""
"6113.00.90.42","4","Women's or girls (348)","[""doz."",""kg""]","","","","",""
"","3","Other:","","","","","",""
"6113.00.90.44","4","Men's or boys' (647)","[""doz."",""kg""]","","","","",""
"6113.00.90.52","4","Women's or girls' (648)","[""doz."",""kg""]","","","","",""
"","2","Overalls and coveralls:","","","","","",""
"","3","Of cotton:","","","","","",""
"6113.00.90.55","4","Men's or boys' (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6113.00.90.60","4","Women's or girls' (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6113.00.90.65","4","Men's or boys' (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6113.00.90.70","4","Women's or girls' (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","2","Other:","","","","","",""
"","3","Of cotton:","","","","","",""
"6113.00.90.74","4","Men's or boys' (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6113.00.90.82","4","Women's or girls' (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6113.00.90.84","4","Men's or boys' (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6113.00.90.86","4","Women's or girls' (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114","0","Other garments, knitted or crocheted:","","","","","",""
"6114.20.00","1","Of cotton","","10.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"","2","Tops:","","","","","",""
"6114.20.00.05","3","Men's or boys' (338)","[""doz."",""kg""]","","","","",""
"6114.20.00.10","3","Women's or girls' (339)","[""doz."",""kg""]","","","","",""
"6114.20.00.15","2","Jumpers (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.20.00.20","2","Bodysuits and bodyshirts (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","2","Sunsuits, washsuits, one-piece playsuits and similar apparel:","","","","","",""
"6114.20.00.35","3","Boys' (237)","[""doz."",""kg""]","","","","",""
"6114.20.00.40","3","Women's or girls' (237)","[""doz."",""kg""]","","","","",""
"","2","Coveralls, jumpsuits and similar apparel:","","","","","",""
"6114.20.00.42","3","Insulated, for cold weather protection (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6114.20.00.44","4","Boys', sizes 2-7 (237)","[""doz."",""kg""]","","","","",""
"6114.20.00.46","4","Girls' (237)","[""doz."",""kg""]","","","","",""
"6114.20.00.48","4","Men's and other boys' (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.20.00.52","4","Women's (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","2","Other:","","","","","",""
"6114.20.00.55","3","Men's or boys' (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.20.00.60","3","Women's or girls' (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.30","1","Of man-made fibers:","","","","","",""
"6114.30.10","2","Tops","","28.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6114.30.10.10","3","Men's or boys' (638)","[""doz."",""kg""]","","","","",""
"6114.30.10.20","3","Women's or girls' (639)","[""doz."",""kg""]","","","","",""
"6114.30.20","2","Bodysuits and bodyshirts","","32%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6114.30.20.10","3","Of fabric containing by weight 5 percent or more elastomeric yarn or rubber thread (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6114.30.20.30","4","Containing 23 percent or more by weight of wool or fine animal hair (459)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.30.20.60","4","Other (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.30.30","2","Other","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"","3","Jumpers:","","","","","",""
"6114.30.30.12","4","Containing 23 percent or more by weight of wool orfine animal hair (459)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.30.30.14","4","Other (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Sunsuits, washsuits, one-piece playsuits and similar apparel:","","","","","",""
"6114.30.30.20","4","Boys' (237)","[""doz."",""kg""]","","","","",""
"6114.30.30.30","4","Women's or girls' (237)","[""doz."",""kg""]","","","","",""
"","3","Coveralls, jumpsuits and similar apparel:","","","","","",""
"","4","Men's or boys':","","","","","",""
"6114.30.30.42","5","Containing 23 percent or more by weight of wool or fine animal hair (459)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.30.30.44","5","Other (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","4","Women's or girls':","","","","","",""
"6114.30.30.52","5","Containing 23 percent or more by weight of wool or fine animal hair (459)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.30.30.54","5","Other (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6114.30.30.60","4","Men's or boys' (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.30.30.70","4","Women's or girls' (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90","1","Of other textile materials:","","","","","",""
"6114.90.05","2","Of wool or fine animal hair","","12%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"","3","Tops:","","","","","",""
"6114.90.05.20","4","Men's or boys' (438)","[""doz."",""kg""]","","","","",""
"6114.90.05.40","4","Women's or girls' (438)","[""doz."",""kg""]","","","","",""
"6114.90.05.50","3","Jumpers (459)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6114.90.05.60","4","Men's or boys' (459)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90.05.70","4","Women's or girls' (459)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90.10","2","Containing 70 percent or more by weight of silk or silk waste","","0.9%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"","3","Tops:","","","","","",""
"6114.90.10.10","4","Men's or boys' (738)","[""doz."",""kg""]","","","","",""
"6114.90.10.20","4","Women's or girls' (739)","[""doz."",""kg""]","","","","",""
"6114.90.10.30","3","Jumpers (759)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90.10.40","3","Sunsuits, washsuits and similar apparel (759)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90.10.50","3","Coveralls, jumpsuits and similar apparel (759)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90.10.60","3","Other (759)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90.90","2","Other","","5.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"6114.90.90.10","3","Tops (838)","[""doz."",""kg""]","","","","",""
"6114.90.90.20","3","Jumpers (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90.90.30","3","Sunsuits, washsuits and similar apparel (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90.90.40","3","Coveralls, jumpsuits and similar apparel (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"6114.90.90.45","4","Subject to cotton restraints (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90.90.50","4","Subject to wool restraints (459)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90.90.55","4","Subject to man-made fiber restraints (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6114.90.90.70","4","Other (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6115","0","Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted:","","","","","",""
"6115.10","1","Graduated compression hosiery (for example, stockings for varicose veins):","","","","","",""
"6115.10.05.00","2","Surgical panty hose and surgical stockings with graduated compression for orthopedic treatment","[""<il>doz. prs.<\/il>"",""kg""]","Free","","40%","",""
"","2","Other graduated compression panty hose and tights:","","","","","",""
"6115.10.10.00","3","Of synthetic fibers (659)","[""<il>doz. prs.<\/il>"",""<u>kg<\/u>""]","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6115.10.15","3","Of other textile materials","","16%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6115.10.15.10","4","Of cotton (359)","[""<il>doz. prs.<\/il>"",""<u>kg<\/u>""]","","","","",""
"6115.10.15.20","4","Of wool or fine animal hair (459)","[""<il>doz. prs.<\/il>"",""<u>kg<\/u>""]","","","","",""
"6115.10.15.40","4","Other (859)","[""<il>doz. prs.<\/il>"",""<u>kg<\/u>""]","","","","",""
"","2","Other graduated compression hosiery:","","","","","",""
"6115.10.30.00","3","Of cotton (332)","[""<il>doz. prs.<\/il>"",""kg""]","13.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","51%","",""
"6115.10.40.00","3","Of synthetic fibers (632)","[""<il>doz. prs.<\/il>"",""kg""]","14.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","72%","",""
"6115.10.55.00","3","Of artificial fibers (632)","[""<il>doz. prs.<\/il>"",""kg""]","14.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","72%","",""
"6115.10.60.00","3","Of other textile materials (832)","[""<il>doz. prs.<\/il>"",""kg""]","9.9%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"","1","Other panty hose and tights:","","","","","",""
"6115.21.00","2","Of synthetic fibers, measuring per single yarn less than 67 decitex","","16%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6115.21.00.10","3","Tights (659)","[""<il>doz. prs.<\/il>"",""<u>kg<\/u>""]","","","","",""
"6115.21.00.20","3","Other (632)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6115.22.00.00","2","Of synthetic fibers, measuring per single yarn 67 decitex or more (659)","[""<il>doz. prs.<\/il>"",""<u>kg<\/u>""]","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","72%","",""
"6115.29","2","Of other textile materials:","","","","","",""
"6115.29.40.00","3","Containing 70 percent or more by weight of silk or silk waste","[""<il>doz. prs.<\/il>"",""kg""]","2.6%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6115.29.80","3","Other","","16%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6115.29.80.10","4","Of cotton (359)","[""<il>doz. prs.<\/il>"",""<u>kg<\/u>""]","","","","",""
"6115.29.80.20","4","Of wool or fine animal hair (459)","[""<il>doz. prs.<\/il>"",""<u>kg<\/u>""]","","","","",""
"6115.29.80.40","4","Other (859)","[""<il>doz. prs.<\/il>"",""<u>kg<\/u>""]","","","","",""
"6115.30","1","Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex:","","","","","",""
"6115.30.10.00","2","Containing 70 percent or more by weight of silk or silk waste","[""<il>doz. prs.<\/il>"",""kg""]","2.7%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6115.30.90","2","Other","","14.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6115.30.90.10","3","Of man-made fibers (632)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6115.30.90.30","3","Other (832)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"","1","Other:","","","","","",""
"6115.94.00.00","2","Of wool or fine animal hair (432)","[""<il>doz. prs.<\/il>"",""kg""]","11.3%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6115.95","2","Of cotton:","","","","","",""
"6115.95.60.00","3","Containing lace or net (332)","[""<il>doz. prs.<\/il>"",""kg""]","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6115.95.90.00","3","Other (332)","[""<il>doz. prs.<\/il>"",""kg""]","13.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","51%","",""
"6115.96","2","Of synthetic fibers:","","","","","",""
"6115.96.60","3","Containing lace or net","","18.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6115.96.60.10","4","Containing 23 percent or more by weight of wool or fine animal hair (432)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6115.96.60.20","4","Other (632)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6115.96.90","3","Other","","14.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","72%","",""
"6115.96.90.10","4","Containing 23 percent or more by weight of wool or fine animal hair (432)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6115.96.90.20","4","Other (632)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6115.99","2","Of other textile materials:","","","","","",""
"","3","Of artificial fibers:","","","","","",""
"6115.99.14","4","Containing lace or net","","18.8%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6115.99.14.10","5","Containing 23 percent or more by weight of wool or fine animal hair (432)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6115.99.14.20","5","Other (632)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6115.99.19","4","Other","","14.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","72%","",""
"6115.99.19.10","5","Containing 23 percent or more by weight of wool or fine animal hair (432)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6115.99.19.20","5","Other (632)","[""<il>doz. prs<\/il>."",""kg""]","","","","",""
"6115.99.40.00","3","Containing 70 percent or more by weight of silk or silk waste","[""<il>doz. prs.<\/il>"",""kg""]","1.6%","Free (AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6115.99.90.00","3","Other (832)","[""<il>doz. prs.<\/il>"",""kg""]","9.9%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6116","0","Gloves, mittens and mitts, knitted or crocheted:","","","","","",""
"6116.10","1","Impregnated, coated, covered or laminated with plastics or rubber:","","","","","",""
"6116.10.05.00","2","Ice hockey gloves and field hockey gloves","[""<il>doz. prs.<\/il>"",""kg""]","Free","","25%","",""
"6116.10.08.00","2","Other gloves, mittens and mitts, all the foregoing specially designed for use in sports, including ski and snowmobile gloves, mittens and mitts","[""<il>doz. prs.<\/il>"",""kg""]","2.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","2","Other:","","","","","",""
"","3","Without fourchettes:","","","","","",""
"","4","Cut and sewn from preexisting machine knit fabric that is impregnated, coated, covered or laminated with plastics or rubber:","","","","","",""
"","5","Of vegetable fibers:","","","","","",""
"6116.10.13.00","6","Containing over 50 percent by weight of plastics or rubber","[""<il>doz. prs.<\/il>"",""kg""]","12.5%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","61%","",""
"6116.10.17","6","Other","","23.5%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 22.5% (E)","61%","",""
"6116.10.17.20","7","Subject to cotton restraints (331)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.10.17.30","7","Subject to man-made fiber restraints (631)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.10.17.40","7","Other (831)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"","5","Other:","","","","","",""
"6116.10.44.00","6","Containing over 50 percent by weight of plastics or rubber","[""<il>doz. prs.<\/il>"",""kg""]","9.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA, OM,P,PA,PE,S,SG) 8.9% (E)","90%","",""
"6116.10.48","6","Other","","18.6%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 16.3% (E)","90%","",""
"6116.10.48.10","7","Subject to cotton restraints (331)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.10.48.20","7","Subject to man-made fiber re- straints (631)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.10.48.30","7","Other (831)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"6116.10.55","5","Containing 50 percent or more by weight of cotton, man-made fibers or other textile fibers, or any combination thereof","","13.2%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 10.7% (E)","75%","",""
"6116.10.55.10","6","Subject to cotton restraints (331)","[""<il>doz. prs<\/il>."",""kg""]","","","","",""
"6116.10.55.20","6","Subject to man-made fiber restraints (631)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.10.55.30","6","Other (831)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.10.65.00","5","Other","[""<il>doz. prs<\/il>."",""kg""]","7%","Free (AU,BH, CL,CO,IL, JO,KR,MA, OM,P,PA,PE,S,SG) 6% (E)","75%","",""
"","3","With fourchettes:","","","","","",""
"6116.10.75","4","Containing 50 percent or more by weight of cotton, man-made fibers or other textile fibers, or any combination thereof","","13.2%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","25%","",""
"6116.10.75.10","5","Subject to cotton restraints (331)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.10.75.20","5","Subject to man-made fiber restraints (631)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.10.75.30","5","Other (831)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.10.95.00","4","Other","[""<il>doz. prs<\/il>."",""kg""]","7%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","25%","",""
"","1","Other:","","","","","",""
"6116.91.00.00","2","Of wool or fine animal hair (431)","[""<il>doz. prs.<\/il>"",""kg""]","31.2¢/kg + 7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$1.10/kg +50%","",""
"6116.92","2","Of cotton:","","","","","",""
"6116.92.05.00","3","Ice hockey gloves and field hockey gloves","[""<il>doz. prs.<\/il>"",""kg""]","Free","","45%","",""
"6116.92.08.00","3","Other gloves, mittens and mitts, all the fore going specially designed for use in sports, including ski and snowmobile gloves, mittens and mitts","[""<il>doz. prs.<\/il>"",""kg""]","2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Other:","","","","","",""
"","4","Made from a pre-existing machine knit fabric:","","","","","",""
"6116.92.64","5","Without fourchettes","","23.5%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 22.5% (E)","90%","",""
"6116.92.64.10","6","Terry cloth type, looped pile fabric (331)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.92.64.20","6","Jersey type, brushed or napped fabric (331)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.92.64.30","6","Lisle type, no pile, not brushed or napped (331)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.92.64.40","6","Other (331)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.92.74","5","With fourchettes","","23.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6116.92.74.50","6","Jersey type, brushed or napped fabric (331)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.92.74.60","6","Lisle type, no pile, not brushed or napped (331)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.92.74.70","6","Other (331)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"","4","Other:","","","","","",""
"6116.92.88.00","5","Without fourchettes (331)","[""<il>doz. prs.<\/il>"",""kg""]","9.4%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 7.4% (E)","90%","",""
"6116.92.94.00","5","With fourchettes (331)","[""<il>doz. prs.<\/il>"",""kg""]","9.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"6116.93","2","Of synthetic fibers:","","","","","",""
"6116.93.05.00","3","Ice hockey gloves and field hockey gloves","[""<il>doz. prs.<\/il>"",""kg""]","Free","","45%","",""
"6116.93.08.00","3","Other gloves, mittens and mitts, all the fore going specially designed for use in sports, including ski and snowmobile gloves, mittens and mitts","[""<il>doz. prs<\/il>."",""kg""]","2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Other:","","","","","",""
"","4","Containing 23 percent or more by weight of wool or fine animal hair:","","","","","",""
"6116.93.64.00","5","Without fourchettes (431)","[""<il>doz. prs.<\/il>"",""kg""]","31¢/kg + 6.9%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 31¢/kg + 5.4% (E)","$1.10/kg + 50%","",""
"6116.93.74.00","5","With fourchettes (431)","[""<il>doz. prs.<\/il>"",""kg""]","31¢/kg + 6.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","$1.10/kg + 50%","",""
"","4","Other:","","","","","",""
"6116.93.88.00","5","Without fourchettes (631)","[""<il>doz. prs.<\/il>"",""kg""]","18.6%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 16.3% (E)","90%","",""
"6116.93.94.00","5","With fourchettes (631)","[""<il>doz. prs.<\/il>"",""kg""]","18.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"6116.99","2","Of other textile materials:","","","","","",""
"","3","Of artificial fibers:","","","","","",""
"6116.99.20.00","4","Ice hockey gloves and field hockey gloves","[""<il>doz. prs.<\/il>"",""kg""]","Free","","45%","",""
"6116.99.35.00","4","Other gloves, mittens and mitts, all the fore going specially designed for use in sports, including ski and snowmobile gloves, mittens and mitts","[""<il>doz. prs.<\/il>"",""kg""]","2.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","4","Other:","","","","","",""
"6116.99.48.00","5","Without fourchettes (631)","[""<il>doz. prs.<\/il>"",""kg""]","18.8%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG) 16.5% (E)","90%","",""
"6116.99.54.00","5","With fourchettes (631)","[""<il>doz. prs.<\/il>"",""kg""]","18.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","90%","",""
"6116.99.75.00","3","Containing 70 percent or more by weight of silk or silk waste","[""<il>doz. prs.<\/il>"",""kg""]","Free","","40%","",""
"6116.99.95","3","Other","","3.8%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","40%","",""
"6116.99.95.10","4","Subject to cotton restraints (331)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.99.95.20","4","Subject to wool restraints (431)","[""<il>doz. prs.<\/il>"",""kg""]","","","","",""
"6116.99.95.30","4","Subject to man-made fiber restraints (631)","[""<il>doz. prs<\/il>."",""kg""]","","","","",""
"6116.99.95.60","4","Other (831)","[""<il>doz. prs<\/il>."",""kg""]","","","","",""
"6117","0","Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories:","","","","","",""
"6117.10","1","Shawls, scarves, mufflers, mantillas, veils and the like:","","","","","",""
