HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"1212.91.00.00","2","Sugar beet","[""t""]","39.7¢/t","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","88.2¢/t","",""
"1212.92.00.00","2","Locust beans (carob)","[""kg""]","Free","","4.4¢/kg","",""
"1212.93.00.00","2","Sugar cane","[""t""]","$1.24/t","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$2.76/t","",""
"1212.94.00.00","2","Chicory roots","[""kg""]","Free","","4.4¢/kg","",""
"1212.99","2","Other:","","","","","",""
"","3","Apricot, peach (including nectarine) or plum stones and kernels:","","","","","",""
"1212.99.20.00","4","Nectarine","[""kg""]","Free","","4.4¢/kg","",""
"1212.99.30.00","4","Other","[""kg""]","1.5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","6.6¢/kg","",""
"1212.99.92.00","3","Other","[""kg""]","Free","","4.4¢/kg","",""
"1213.00.00.00","0","Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets","[""t""]","Free","","$1.65/t","",""
"1214","0","Rutabagas (swedes), mangolds, fodder roots, hay, alfalfa (lucerne), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets:","","","","","",""
"1214.10.00","1","Alfalfa (lucerne) meal and pellets","","1.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"","2","Dehydrated:","","","","","",""
"1214.10.00.10","3","Cubes","[""t""]","","","","",""
"1214.10.00.15","3","Other","[""t""]","","","","",""
"","2","Other:","","","","","",""
"","3","Sun-cured:","","","","","",""
"1214.10.00.30","4","Cubes","[""t""]","","","","",""
"1214.10.00.50","4","Other","[""t""]","","","","",""
"1214.10.00.60","3","Other","[""t""]","","","","",""
"1214.90.00","1","Other","","Free","","$5.51/t","",""
"","2","Hay:","","","","","",""
"1214.90.00.10","3","Alfalfa, whether or not double compressed","[""t""]","","","","",""
"1214.90.00.18","3","Timothy","[""t""]","","","","",""
"1214.90.00.25","3","Other","[""t""]","","","","",""
"1214.90.00.30","2","Clover","[""t""]","","","","",""
"1214.90.00.90","2","Other","[""t""]","","","","",""
"1301","0","Lac; natural gums, resins, gum-resins and oleoresins (for example, balsams):","","","","","",""
"1301.20.00.00","1","Gum Arabic","[""kg""]","Free","","1.1¢/kg","",""
"1301.90","1","Other:","","","","","",""
"1301.90.40.00","2","Turpentine gum (oleoresinous exudate from living trees)","[""kg""]","1.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5%","",""
"1301.90.91","2","Other","","Free","","Free","",""
"1301.90.91.05","3","Balsams","[""kg""]","","","","",""
"1301.90.91.10","3","Bleached shellac","[""kg""]","","","","",""
"1301.90.91.20","3","Seed lac","[""kg""]","","","","",""
"1301.90.91.30","3","Tragacanth","[""kg""]","","","","",""
"1301.90.91.40","3","Karaya","[""kg""]","","","","",""
"1301.90.91.90","3","Other","[""kg""]","","","","",""
"1302","0","Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products:","","","","","",""
"","1","Vegetable saps and extracts:","","","","","",""
"1302.11.00.00","2","Opium","[""kg amc""]","Free","","$40/kg of anhydrous morphine content","",""
"1302.12.00.00","2","Of licorice","[""kg""]","3.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1302.13.00.00","2","Of hops","[""kg""]","89¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","$5.29/kg","",""
"1302.14.01.00","2","Of ephedra","[""kg""]","1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10%","",""
"1302.19","2","Other:","","","","","",""
"","3","Ginseng; substances having anesthetic, prophylactic or therapeutic properties:","","","","","",""
"1302.19.21.00","4","Poppy straw extract","[""kg""]","Free","","Free","",""
"1302.19.41","4","Other","","1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10%","",""
"1302.19.41.20","5","Ginseng","[""kg""]","","","","",""
"1302.19.41.40","5","Other","[""kg""]","","","","",""
"1302.19.91","3","Other","","Free","","Free","",""
"1302.19.91.20","4","Cashew nut shell liquid","[""kg""]","","","","",""
"1302.19.91.40","4","Other","[""kg""]","","","","",""
"1302.20.00.00","1","Pectic substances, pectinates and pectates","[""kg""]","Free","","25%","",""
"","1","Mucilages and thickeners, whether or not modified, derived from vegetable products:","","","","","",""
"1302.31.00.00","2","Agar-agar","[""kg""]","Free","","25%","",""
"1302.32.00","2","Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds","","Free","","Free","",""
"1302.32.00.20","3","Guar","[""kg""]","","","","",""
"1302.32.00.40","3","Locust bean","[""kg""]","","","","",""
"1302.39.00","2","Other","","3.2%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"1302.39.00.10","3","Carrageenan","[""kg""]","","","","",""
"1302.39.00.90","3","Other","[""kg""]","","","","",""
"1401","0","Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark):","","","","","",""
"1401.10.00.00","1","Bamboos","[""No.""]","Free","","Free","",""
"1401.20","1","Rattans:","","","","","",""
"1401.20.20","2","In the rough or cut transversely into sections","","Free","","Free","",""
"1401.20.20.10","3","In the rough, 4 meters or more in length","[""No.""]","","","","",""
"1401.20.20.90","3","Other","[""No.""]","","","","",""
"1401.20.40.00","2","Other","[""No.""]","2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1401.90","1","Other:","","","","","",""
"1401.90.20.00","2","Willow (osier)","[""kg""]","4.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","35%","",""
"1401.90.40.00","2","Other","[""kg""]","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1404","0","Vegetable products not elsewhere specified or included:","","","","","",""
"1404.20.00.00","1","Cotton linters","[""kg""]","Free","","Free","",""
"1404.90","1","Other:","","","","","",""
"1404.90.10.00","2","Vegetable hair","[""kg""]","0.5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","2.2¢/kg","",""
"","2","Vegetable materials of a kind used primarily in brooms or in brushes (for example, broomcorn piassava, couch grass and istle), whether or not in hanks or bundles:","","","","","",""
"1404.90.20.00","3","Broomcorn (<i>Sorghum vulgare</i> var. <i>technicum</i>)","[""t""]","$4.95/t","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","$22/t","",""
"1404.90.30.00","3","Istle","[""kg""]","Free","","Free","",""
"1404.90.40.00","3","Other","[""kg""]","2.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1404.90.90","2","Other","","Free","","Free","",""
"","3","Raw vegetable materials of a kind used primarily in dyeing or tanning:","","","","","",""
"1404.90.90.20","4","Canaigre, chestnut, curupay, divi-divi, eucalyptus, gall nuts, hemlock, larch, mangrove, myrobalan, oak, quebracho, sumac, tara, urunday, valonia, wattle and other materials of a kind used primarily in tanning","[""kg""]","","","","",""
"1404.90.90.40","4","Other","[""kg""]","","","","",""
"1404.90.90.90","3","Other","[""kg""]","","","","",""
"1501","0","Pig fat (including lard) and poultry fat, other than that of heading 0209 or 1503:","","","","","",""
"1501.10.00.00","1","Lard","[""kg""]","3¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"1501.20.00","1","Other pig fat","","3¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"1501.20.00.40","2","Choice white grease","[""kg""]","","","","",""
"1501.20.00.60","2","Yellow grease","[""kg""]","","","","",""
"1501.20.00.80","2","Other","[""kg""]","","","","",""
"1501.90.00.00","1","Other","[""kg""]","3¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"1502","0","Fats of bovine animals, sheep or goats, other than those of heading 1503:","","","","","",""
"1502.10.00","1","Tallow","","0.43¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","7.7¢/kg","",""
"1502.10.00.20","2","Edible","[""kg""]","","","","",""
"1502.10.00.40","2","Inedible","[""kg""]","","","","",""
"1502.90.00.00","1","Other","[""kg""]","0.43¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","7.7¢/kg","",""
"1503.00.00.00","0","Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared","[""kg""]","2¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8.8¢/kg","",""
"1504","0","Fats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified:","","","","","",""
"1504.10","1","Fish-liver oils and their fractions:","","","","","",""
"1504.10.20.00","2","Cod","[""kg""]","Free","","Free","",""
"1504.10.40.00","2","Other","[""kg""]","2.5%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","6.6¢/kg + 10%","",""
"1504.20","1","Fats and oils and their fractions, of fish, other than liver oils:","","","","","",""
"1504.20.20.00","2","Cod","[""kg""]","Free","","Free","",""
"1504.20.40.00","2","Herring","[""kg""]","1¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8¢/kg","",""
"1504.20.60","2","Other","","1.5¢/kg + 5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg + 20%","",""
"1504.20.60.20","3","Menhaden","[""kg""]","","","","",""
"1504.20.60.40","3","Other","[""kg""]","","","","",""
"1504.30.00.00","1","Fats and oils and their fractions, of marine mammals","[""kg""]","1.7¢/kg + 5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg + 20%","",""
"1505.00","0","Wool grease and fatty substances derived therefrom (including lanolin):","","","","","",""
"1505.00.10.00","1","Wool grease, crude","[""kg""]","1.3¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","9.5¢/kg","",""
"1505.00.90.00","1","Other","[""kg""]","2.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27%","",""
"1506.00.00.00","0","Other animal fats and oils and their fractions, whether or not refined, but not chemically modified","[""kg""]","2.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1507","0","Soybean oil and its fractions, whether or not refined, but not chemically modified:","","","","","",""
"1507.10.00.00","1","Crude oil, whether or not degummed","[""kg""]","19.1%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"1507.90","1","Other:","","","","","",""
"1507.90.20.00","2","Pharmaceutical Grade meeting FDA requirements for use in intravenous fat emulsions, valued over $5/kg","[""kg""]","Free","","10%","",""
"1507.90.40","2","Other","","19.1%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"1507.90.40.20","3","Once-refined (subjected to alkali or caustic wash, but not bleached or deodorized)","[""kg""]","","","","",""
"1507.90.40.40","3","Other (fully refined, washed, bleached or deodorized)","[""kg""]","","","","",""
"1508","0","Peanut (ground-nut) oil and its fractions, whether or not refined, but not chemically modified:","","","","","",""
"1508.10.00.00","1","Crude oil","[""kg""]","7.5¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8.8¢/kg","",""
"1508.90.00.00","1","Other","[""kg""]","7.5¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","8.8¢/kg","",""
"1509","0","Olive oil and its fractions, whether or not refined, but not chemically modified:","","","","","",""
"1509.20","1","Extra virgin olive oil:","","","","","",""
"1509.20.20","2","Weighing with the immediate container under 18 kg","","5¢/kg on contents and container","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.6¢/kg on contents and container","",""
"1509.20.20.30","3","Certified organic","[""kg""]","","","","",""
"1509.20.20.90","3","Other","[""kg""]","","","","",""
"1509.20.90","2","Other","","3.4¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","14.3¢/kg","",""
"1509.20.90.30","3","Certified organic","[""kg""]","","","","",""
"1509.20.90.90","3","Other","[""kg""]","","","","",""
"1509.30","1","Virgin olive oil:","","","","","",""
"1509.30.20","2","Weighing with the immediate container under 18 kg","","5¢/kg on contents and container","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.6¢/kg on contents and container","",""
"1509.30.20.30","3","Certified organic","[""kg""]","","","","",""
"1509.30.20.90","3","Other","[""kg""]","","","","",""
"1509.30.90","2","Other","","3.4¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","14.3¢/kg","",""
"1509.30.90.30","3","Certified organic","[""kg""]","","","","",""
"1509.30.90.90","3","Other","[""kg""]","","","","",""
"1509.40","1","Other virgin olive oils:","","","","","",""
"1509.40.20","2","Weighing with the immediate container under 18 kg","","5¢/kg on contents and container","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.6¢/kg on contents and container","",""
"1509.40.20.30","3","Certified organic","[""kg""]","","","","",""
"1509.40.20.90","3","Other","[""kg""]","","","","",""
"1509.40.90","2","Other","","3.4¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","14.3¢/kg","",""
"1509.40.90.30","3","Certified organic","[""kg""]","","","","",""
"1509.40.90.90","3","Other","[""kg""]","","","","",""
"1509.90","1","Other:","","","","","",""
"1509.90.20.00","2","Weighing with the immediate container under 18 kg","[""kg""]","5¢/kg on contents and container","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.6¢/kg on contents and container","",""
"1509.90.40.00","2","Other","[""kg""]","3.4¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","14.3¢/kg","",""
"1510","0","Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils and fractions with oils or fractions of heading 1509:","","","","","",""
"1510.10","1","Crude olive pomace oil:","","","","","",""
"1510.10.10.00","2","Weighing with the immediate container under 18 kg","[""kg""]","5¢/kg on contents and container","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.6¢/kg on contents and container","",""
"1510.10.90.00","2","Other","[""kg""]","3.4¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","14.3¢/kg","",""
"1510.90","1","Other:","","","","","",""
"1510.90.10.00","2","Rendered unfit for use as food","[""kg""]","Free","","Free","",""
"","2","Other:","","","","","",""
"1510.90.20.00","3","Weighing with the immediate container under 18 kg","[""kg""]","5¢/kg on contents and container","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.6¢/kg on contents and container","",""
"1510.90.90.00","3","Other","[""kg""]","3.4¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","14.3¢/kg","",""
"1511","0","Palm oil and its fractions, whether or not refined, but not chemically modified:","","","","","",""
"1511.10.00.00","1","Crude oil","[""kg""]","Free","","Free","",""
"1511.90.00.00","1","Other","[""kg""]","Free","","Free","",""
"1512","0","Sunflower-seed, safflower or cottonseed oil, and fractions thereof, whether or not refined, but not chemically modified:","","","","","",""
"","1","Sunflower-seed or safflower oil and fractions thereof:","","","","","",""
"1512.11.00","2","Crude oil","","1.7¢/kg + 3.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","9.9¢/kg + 20%","",""
"","3","Sunflower-seed oil:","","","","","",""
"1512.11.00.25","4","Certified organic","[""kg""]","","","","",""
"1512.11.00.35","4","Other","[""kg""]","","","","",""
"1512.11.00.40","3","Safflower oil","[""kg""]","","","","",""
"1512.19.00","2","Other","","1.7¢/kg + 3.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","9.9¢/kg + 20%","",""
"","3","Sunflower-seed oil:","","","","","",""
"1512.19.00.25","4","Certified organic","[""kg""]","","","","",""
"1512.19.00.35","4","Other","[""kg""]","","","","",""
"1512.19.00.40","3","Safflower oil","[""kg""]","","","","",""
"","1","Cottonseed oil and its fractions:","","","","","",""
"1512.21.00.00","2","Crude oil, whether or not gossypol has been removed","[""kg""]","5.6¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"1512.29.00","2","Other","","5.6¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"1512.29.00.20","3","Once-refined (subjected to alkalai or caustic wash, but not bleached or deodorized)","[""kg""]","","","","",""
"1512.29.00.40","3","Other (fully refined, washed, bleached or deodorized)","[""kg""]","","","","",""
"1513","0","Coconut (copra), palm kernel or babassu oil, and fractions thereof, whether or not refined, but not chemically modified:","","","","","",""
"","1","Coconut (copra) oil and its fractions:","","","","","",""
"1513.11.00.00","2","Crude oil","[""kg""]","Free","","4.4¢/kg","",""
"1513.19.00.00","2","Other","[""kg""]","Free","","4.4¢/kg","",""
"","1","Palm kernel or babassu oil and fractions thereof:","","","","","",""
"1513.21.00.00","2","Crude oil","[""kg""]","Free","","2.2¢/kg","",""
"1513.29.00.00","2","Other","[""kg""]","Free","","2.2¢/kg","",""
"1514","0","Rapeseed, colza or mustard oil, and fractions thereof, whether or not refined, but not chemically modified:","","","","","",""
"","1","Low erucic acid rape or colza oil and its fractions:","","","","","",""
"1514.11.00.00","2","Crude oil","[""kg""]","6.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22.5%","",""
"1514.19.00.00","2","Other","[""kg""]","6.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22.5%","",""
"","1","Other:","","","","","",""
"1514.91","2","Crude oil:","","","","","",""
"1514.91.10.00","3","Imported to be used in the manufacture of rubber substitutes or lubricating oil","[""kg""]","Free","","1.8¢/kg","",""
"1514.91.90","3","Other","","6.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","22.5%","",""
"1514.91.90.10","4","Rape or colza oil and its fractions","[""kg""]","","","","",""
"1514.91.90.20","4","Mustard seed oil and its fractions","[""kg""]","","","","",""
"1514.99","2","Other:","","","","","",""
"1514.99.10.00","3","Imported to be used in the manufacture of rubber substitutes or lubricating oil","[""kg""]","Free","","1.8¢/kg","",""
"","3","Other:","","","","","",""
"1514.99.50","4","Denatured","","1.3¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","9.92¢/kg","",""
"1514.99.50.10","5","Rape or colza oil and its fractions","[""kg""]","","","","",""
"1514.99.50.20","5","Mustard seed oil and its fractions","[""kg""]","","","","",""
"1514.99.90","4","Other","","6.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","22.5%","",""
"1514.99.90.10","5","Rape or colza oil and its fractions","[""kg""]","","","","",""
"1514.99.90.20","5","Mustard seed oil and its fractions","[""kg""]","","","","",""
"1515","0","Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified:","","","","","",""
"","1","Linseed oil and its fractions:","","","","","",""
"1515.11.00.00","2","Crude oil","[""kg""]","6.3¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","9.9¢/kg","",""
"1515.19.00.00","2","Other","[""kg""]","6.3¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S,SG)","9.9¢/kg","",""
"","1","Corn (maize) oil and its fractions:","","","","","",""
"1515.21.00.00","2","Crude oil","[""kg""]","3.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"1515.29.00","2","Other","","3.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"1515.29.00.20","3","Once-refined (subjected to alkalai or caustic wash, but not bleached or deodorized)","[""kg""]","","","","",""
"1515.29.00.40","3","Other (fully refined, washed, bleached or deodorized)","[""kg""]","","","","",""
"1515.30.00.00","1","Castor oil and its fractions","[""kg""]","Free","","6.6¢/kg","",""
"1515.50.00.00","1","Sesame oil and its fractions","[""kg""]","0.68¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"1515.60.05.00","1","Microbial fats and oils and their fractions","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1515.90","1","Other:","","","","","",""
"1515.90.21.00","2","Nut oils","[""kg""]","Free","","Free","",""
"1515.90.60.00","2","Jojoba oil and its fractions","[""kg""]","2.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1515.90.81","2","Other","","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1515.90.81.10","3","Hemp oil","[""kg""]","","","","",""
"1515.90.81.90","3","Other","[""kg""]","","","","",""
"1516","0","Animal, vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinized, whether or not refined, but not further prepared:","","","","","",""
"1516.10.00.00","1","Animal fats and oils and their fractions","[""kg""]","7¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"1516.20","1","Vegetable fats and oils and their fractions:","","","","","",""
"1516.20.10.00","2","Rapeseed oil","[""kg""]","7.7%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","12.5%","",""
"1516.20.91.00","2","Other","[""kg""]","8.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"1516.30.00.00","1","Microbial fats and oils and their fractions","[""kg""]","8.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"1517","0","Margarine; edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516:","","","","","",""
"1517.10.00.00","1","Margarine, excluding liquid margarine","[""kg""]","12.3¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","31¢/kg","",""
"1517.90","1","Other:","","","","","",""
"","2","Artificial mixtures of two or more of the products provided for in headings 1501 to 1515, inclusive:","","","","","",""
"1517.90.10","3","Containing 5 percent or more by weight of soybean oil or any fraction thereof","","18%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"1517.90.10.20","4","Salad and cooking oils","[""kg""]","","","","",""
"","4","Baking or frying fats:","","","","","",""
"1517.90.10.40","5","Wholly of vegetable oils","[""kg""]","","","","",""
"1517.90.10.60","5","Other","[""kg""]","","","","",""
"1517.90.10.80","4","Other","[""kg""]","","","","",""
"1517.90.20","3","Other","","8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1517.90.20.20","4","Salad and cooking oils","[""kg""]","","","","",""
"","4","Baking or frying fats:","","","","","",""
"1517.90.20.40","5","Wholly of vegetable oils","[""kg""]","","","","",""
"1517.90.20.60","5","Other","[""kg""]","","","","",""
"1517.90.20.80","4","Other","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"","3","Dairy products described in additional U.S. note 1 to chapter 4:","","","","","",""
"1517.90.45.00","4","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","[""kg""]","11¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"1517.90.50.00","4","Described in additional U.S. note 10 to chapter 4 and entered pursuant to its provisions","[""kg"",""kg cmsc""]","11¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"1517.90.60.00","4","Other","[""kg"",""kg cmsc""]","34.2¢/kg","Free (BH,CL,JO,KR,MA,OM,P,PE,S,SG) 2.2¢/kg (PA) See 9822.04.25 (AU) See 9918.04.60, 9918.04.68 (CO)","40.2¢/kg","",""
"1517.90.90","3","Other","","8.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"1517.90.90.15","4","Partially hydrogenated salad and cooking oil","[""kg""]","","","","",""
"1517.90.90.25","4","Soybean oil, wholly hydrogenated","[""kg""]","","","","",""
"1517.90.90.85","4","Cottonseed oil, wholly hydrogenated","[""kg""]","","","","",""
"1517.90.90.90","4","Other","[""kg""]","","","","",""
"1518.00","0","Animal, vegetable or microbial fats and oils and their fractions, boiled, oxidized, dehydrated, sulfurized, blown, polymerized by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this chapter, not elsewhere specified or included:","","","","","",""
"1518.00.20.00","1","Of linseed or flaxseed oil","[""kg""]","6.3¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","9.9¢/kg","",""
"1518.00.40.00","1","Other","[""kg""]","8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1520.00.00.00","0","Glycerol, crude; glycerol waters and glycerol lyes","[""kg""]","Free","","2.2¢/kg","",""
"1521","0","Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or colored:","","","","","",""
"1521.10.00","1","Vegetable waxes","","Free","","Free","",""
"1521.10.00.20","2","Candelilla","[""kg""]","","","","",""
