HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"4418.89.00.00","2","Other","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"","1","Other:","","","","","",""
"4418.91","2","Of bamboo:","","","","","",""
"4418.91.10.00","3","Drilled or notched lumber studs","[""m<sup>3<\/sup>""]","Free","","$1.70/m<sup>3</sup>","",""
"4418.91.91","3","Other","","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.91.91.05","4","Wood flooring","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"","4","Other:","","","","","",""
"4418.91.91.10","5","Arches, laminated","[""kg""]","","","","",""
"4418.91.91.20","5","Roof trusses","[""kg""]","","","","",""
"4418.91.91.40","5","Other fabricated structural wood members","[""kg""]","","","","",""
"4418.91.91.50","5","Prefabricated partitions and panels for buildings","[""kg""]","","","","",""
"4418.91.91.95","5","Other","[""kg""]","","","","",""
"4418.92.00.00","2","Cellular wood panels","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.99","2","Other:","","","","","",""
"4418.99.10.00","3","Drilled or notched lumber studs","[""m<sup>3<\/sup>""]","Free","","$1.70/m<sup>3</sup>","",""
"4418.99.91","3","Other","","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.99.91.05","4","Wood flooring","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"","4","Other:","","","","","",""
"4418.99.91.10","5","Arches, laminated","[""kg""]","","","","",""
"4418.99.91.20","5","Roof trusses","[""kg""]","","","","",""
"4418.99.91.40","5","Other fabricated structural wood members","[""kg""]","","","","",""
"4418.99.91.50","5","Prefabricated partitions and panels for buildings","[""kg""]","","","","",""
"4418.99.91.95","5","Other","[""kg""]","","","","",""
"4419","0","Tableware and kitchenware, of wood:","","","","","",""
"","1","Of bamboo:","","","","","",""
"4419.11.00.00","2","Bread boards, chopping boards and similar boards","[""No.""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.12.00.00","2","Chopsticks","[""kg""]","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.19","2","Other:","","","","","",""
"4419.19.10.00","3","Forks and spoons","[""kg""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.19.90.00","3","Other","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.20","1","Of tropical wood:","","","","","",""
"4419.20.10.00","2","Forks and spoons","[""kg""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.20.90.00","2","Other","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.90","1","Other:","","","","","",""
"4419.90.11.00","2","Forks and spoons","[""kg""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.90.91.00","2","Other","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4420","0","Wood marquetry and inlaid wood; caskets and cases for jewelry or cutlery and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling within chapter 94:","","","","","",""
"","1","Statuettes and other ornaments:","","","","","",""
"4420.11.00","2","Of tropical wood","","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4420.11.00.10","4","Of mango wood (<i>Mangifera spp.)</i>","[""No.""]","","","","",""
"4420.11.00.30","4","Of teak (<i>Tectona spp.</i>)","[""No.""]","","","","",""
"4420.11.00.90","4","Other","[""No.""]","","","","",""
"4420.19.00.00","2","Other","[""No.""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4420.90","1","Other:","","","","","",""
"","2","Jewelry boxes, silverware chests, cigar and cigarette boxes, microscope cases, tool or utensil cases and similar boxes, cases and chests, all the foregoing of wood:","","","","","",""
"4420.90.20.00","3","Cigar and cigarette boxes","[""No.""]","Free","","60%","",""
"","3","Other:","","","","","",""
"4420.90.45.00","4","Not lined with textile fabrics","[""No.""]","4.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4420.90.65.00","4","Lined with textile fabrics","[""kg"",""No.""]","Free","","11¢/kg + 20%","",""
"4420.90.80.00","2","Other","[""No.""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421","0","Other articles of wood:","","","","","",""
"4421.10.00.00","1","Clothes hangers","[""hundreds""]","3.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421.20","1","Coffins:","","","","","",""
"4421.20.10.00","2","Of bamboo","[""No.""]","3.3%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421.20.20.00","2","Other","[""No.""]","3.3%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"","1","Other:","","","","","",""
"4421.91","2","Of bamboo:","","","","","",""
"","3","Wood dowel pins:","","","","","",""
"4421.91.10.00","4","Plain","[""m""]","Free","","5%","",""
"4421.91.20.00","4","Sanded, grooved or otherwise advanced in condition","[""m""]","4.9%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"","3","Wood blinds, shutters, screens and shades, all the foregoing with or without their hardware:","","","","","",""
"4421.91.30.00","4","Consisting of wooden frames in the center of which are fixed louver boards or slats, with or without their hardware","[""No.""]","10.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421.91.40.00","4","Other","[""No.""]","5.1%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","3","Toothpicks, skewers, candy sticks, ice cream sticks, tongue depressors, drink mixers and similar small wares:","","","","","",""
"4421.91.50.00","4","Toothpicks","[""kg""]","Free","","25%","",""
"4421.91.60.00","4","Other","[""kg""]","5.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421.91.70","3","Pickets, palings, posts and rails, the foregoing which are sawn; assembled fence sections","","Free","","Free","",""
"4421.91.70.20","4","Assembled fence sections","[""No.""]","","","","",""
"4421.91.70.40","4","Other","[""No.""]","","","","",""
"","3","Clothespins:","","","","","",""
"4421.91.80","4","Spring-type","","6.5¢/gross<il></il>","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20¢/gross","",""
"4421.91.80.24","5","Valued not over 80¢/gross","[""gross""]","","","","",""
"4421.91.80.27","5","Valued over 80¢ but not over $1.35/gross","[""gross""]","","","","",""
"4421.91.80.30","5","Valued over $1.35 but not over $1.70/gross","[""gross""]","","","","",""
"4421.91.80.33","5","Valued over $1.70/gross","[""gross""]","","","","",""
"4421.91.85.00","4","Other","[""gross""]","4.8%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"4421.91.88.00","3","Canoe paddles","[""No.""]","Free","","35%","",""
"","3","Other:","","","","","",""
"4421.91.93.00","4","Theatrical, ballet, and operatic scenery and properties, including sets","[""kg""]","Free","","33 1/3%","",""
"4421.91.94.00","4","Edge-glued lumber","[""m<sup>3<\/sup>""]","Free","","10%","",""
"4421.91.98","4","Other","","3.3%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421.91.98.20","5","Pencil slats","[""gross""]","","","","",""
"4421.91.98.70","5","Gates for confining children or pets","[""No.""]","","","","",""
"4421.91.98.80","5","Other","[""kg""]","","","","",""
"4421.99","2","Other:","","","","","",""
"","3","Wood dowel pins:","","","","","",""
"","4","Plain:","","","","","",""
"4421.99.10.00","5","Coniferous","[""m""]","Free","","5%","",""
"4421.99.15.00","5","Other","[""m""]","Free","","5%","",""
"4421.99.20.00","4","Sanded, grooved or otherwise advanced in condition","[""m""]","4.9%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"","3","Wood blinds, shutters, screens and shades, all the foregoing with or without their hardware:","","","","","",""
"4421.99.30.00","4","Consisting of wooden frames in the center of which are fixed louver boards or slats, with or without their hardware","[""No.""]","10.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421.99.40.00","4","Other","[""No.""]","5.1%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","3","Toothpicks, skewers, candy sticks, ice cream sticks, tongue depressors, drink mixers and similar small wares:","","","","","",""
"4421.99.50.00","4","Toothpicks","[""kg""]","Free","","25%","",""
"4421.99.60.00","4","Other","[""kg""]","5.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421.99.70","3","Pickets, palings, posts and rails, the foregoing which are sawn; assembled fence sections","","Free","","Free","",""
"4421.99.70.20","4","Assembled fence sections","[""No.""]","","","","",""
"4421.99.70.40","4","Other","[""No.""]","","","","",""
"","3","Clothespins:","","","","","",""
"4421.99.80","4","Spring-type","","6.5¢/gross","Free (A+,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20¢/gross","",""
"4421.99.80.24","5","Valued not over 80¢/gross","[""gross""]","","","","",""
"4421.99.80.27","5","Valued over 80¢ but not over $1.35/gross","[""gross""]","","","","",""
"4421.99.80.30","5","Valued over $1.35 but not over $1.70/gross","[""gross""]","","","","",""
"4421.99.80.33","5","Valued over $1.70/gross","[""gross""]","","","","",""
"4421.99.85.00","4","Other","[""gross""]","4.8%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"4421.99.88.00","3","Canoe paddles","[""No.""]","Free","","35%","",""
"","3","Other:","","","","","",""
"4421.99.93.00","4","Theatrical, ballet, and operatic scenery and properties, including sets","[""kg""]","Free","","33 1/3%","",""
"4421.99.94.00","4","Edge-glued lumber","[""m<sup>3<\/sup>""]","Free","","10%","",""
"4421.99.98","4","Other","","3.3%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421.99.98.20","5","Pencil slats","[""gross""]","","","","",""
"4421.99.98.70","5","Gates for confining children or pets","[""No.""]","","","","",""
"4421.99.98.80","5","Other","[""kg""]","","","","",""
"4501","0","Natural cork, raw or simply prepared; waste cork; crushed, granulated or ground cork:","","","","","",""
"4501.10.00.00","1","Natural cork, raw or simply prepared","[""kg""]","Free","","Free","",""
"4501.90","1","Other:","","","","","",""
"4501.90.20.00","2","Waste cork","[""kg""]","Free","","Free","",""
"4501.90.40.00","2","Crushed, granulated or ground cork","[""kg""]","Free","","6.6¢/kg","",""
"4502.00.00.00","0","Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip (including sharp-edged blanks for corks or stoppers)","[""kg""]","Free","","22¢/kg","",""
"4503","0","Articles of natural cork:","","","","","",""
"4503.10","1","Corks and stoppers:","","","","","",""
"","2","Tapered and of a thickness (or length) greater than the maximum diameter:","","","","","",""
"4503.10.20.00","3","With maximum diameter not over 19 mm","[""kg""]","Free","","68¢/kg","",""
"","3","Other:","","","","","",""
"4503.10.30.00","4","Wholly of cork, of a thickness (or length) greater than the maximum diameter","[""kg""]","Free","","55¢/kg","",""
"4503.10.40.00","4","Other","[""kg""]","Free","","55¢/kg","",""
"4503.10.60.00","2","Other","[""kg""]","Free","","55¢/kg","",""
"4503.90","1","Other:","","","","","",""
"4503.90.20.00","2","Disks, wafers and washers","[""kg""]","Free","","55¢/kg","",""
"4503.90.40.00","2","Wallcoverings, backed with paper or otherwise reinforced","[""kg""]","Free","","3.3¢/kg + 20%","",""
"4503.90.60.00","2","Other","[""kg""]","14%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"4504","0","Agglomerated cork (with or without a binding substance) and articles of agglomerated cork:","","","","","",""
"4504.10","1","Blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including disks:","","","","","",""
"4504.10.10.00","2","Vulcanized sheets and slabs wholly of ground or pulverized cork and rubber","[""kg""]","Free","","25%","",""
"4504.10.20.00","2","Insulation, coated or not coated, of compressed cork","[""m<sup>3<\/sup>"",""kg""]","Free","","Free","",""
"4504.10.30.00","2","Floor coverings","[""kg""]","Free","","22¢/kg","",""
"4504.10.40.00","2","Wallcoverings, backed with paper or otherwise reinforced","[""kg""]","Free","","3.3¢/kg + 20%","",""
"","2","Corks, stoppers, disks, wafers and washers:","","","","","",""
"4504.10.45.00","3","Stoppers, not tapered, wholly of cork, of a thickness (or length) greater than the maximum diameter","[""kg""]","Free","","55¢/kg","",""
"4504.10.47.00","3","Other","[""kg""]","Free","","55¢/kg","",""
"4504.10.50.00","2","Other","[""kg""]","Free","","45%","",""
"4504.90.00.00","1","Other","[""kg""]","Free","","45%","",""
